			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000109475.15	ENSG00000109475	15	0.862153837	0.21724113	3.968649208	7.23E-05	0.001040997
ENSG00000166266.12	ENSG00000166266	12	0.861536694	0.246809162	3.49069981	0.000481757	0.004601873
ENSG00000116473.13	ENSG00000116473	13	0.861225805	0.289390333	2.976000598	0.002920343	0.017917209
ENSG00000121966.6	ENSG00000121966	6	0.861113755	0.244614401	3.520290513	0.000431074	0.004209684
ENSG00000165355.7	ENSG00000165355	7	0.86104272	0.244494322	3.521728895	0.000428742	0.004192025
ENSG00000153989.7	ENSG00000153989	7	0.8605879	0.247111078	3.482595385	0.000496578	0.004717494
ENSG00000103257.7	ENSG00000103257	7	0.860423863	0.271700895	3.166805407	0.001541234	0.011185305
ENSG00000126698.9	ENSG00000126698	9	0.860095464	0.278320146	3.090309757	0.001999478	0.013622308
ENSG00000105894.10	ENSG00000105894	10	0.859687258	0.214546888	4.006990109	6.15E-05	0.000918507
ENSG00000171150.7	ENSG00000171150	7	0.859370719	0.266314009	3.226907672	0.001251358	0.009526227
ENSG00000131459.11	ENSG00000131459	11	0.85924881	0.254786025	3.372433046	0.000745072	0.006398598
ENSG00000196550.9	ENSG00000196550	9	0.85903641	0.325436585	2.639643022	0.00829934	0.038942397
ENSG00000175756.12	ENSG00000175756	12	0.858913519	0.270863194	3.171023372	0.001519029	0.011057289
ENSG00000167088.9	ENSG00000167088	9	0.85876614	0.299196541	2.87024087	0.004101592	0.022938684
ENSG00000142856.15	ENSG00000142856	15	0.858644998	0.240345301	3.572547469	0.000353525	0.003626383
ENSG00000125753.12	ENSG00000125753	12	0.858232902	0.259472788	3.307602725	0.000940982	0.007652244
ENSG00000048052.20	ENSG00000048052	20	0.857960072	0.298469931	2.874527659	0.004046323	0.022726045
ENSG00000136522.12	ENSG00000136522	12	0.856721994	0.275879255	3.105423769	0.001900066	0.013101878
ENSG00000176890.14	ENSG00000176890	14	0.856498989	0.254395444	3.366801598	0.000760454	0.006502423
ENSG00000080493.12	ENSG00000080493	12	0.856242563	0.238742796	3.586464509	0.000335192	0.003480672
ENSG00000143553.9	ENSG00000143553	9	0.856216593	0.257307266	3.327603636	0.000875964	0.007240128
ENSG00000162961.12	ENSG00000162961	12	0.855797542	0.223408974	3.830631896	0.000127815	0.001639051
ENSG00000102317.16	ENSG00000102317	16	0.855431911	0.204411966	4.184842635	2.85E-05	0.000499122
ENSG00000198964.12	ENSG00000198964	12	0.855276706	0.288106991	2.968607953	0.00299152	0.01821642
ENSG00000166189.7	ENSG00000166189	7	0.855180046	0.23650478	3.615910197	0.000299294	0.003199875
ENSG00000154429.9	ENSG00000154429	9	0.855126055	0.284042279	3.010559054	0.002607672	0.016542876
ENSG00000139974.14	ENSG00000139974	14	0.854757499	0.229207558	3.72918548	0.0001921	0.002251583
ENSG00000136463.7	ENSG00000136463	7	0.854538352	0.276451971	3.091091547	0.001994221	0.013594629
ENSG00000197746.12	ENSG00000197746	12	0.854406426	0.207668715	4.114276085	3.88E-05	0.000639702
ENSG00000163344.5	ENSG00000163344	5	0.854379362	0.243754974	3.505074568	0.000456479	0.004404572
ENSG00000060762.17	ENSG00000060762	17	0.854144712	0.253456554	3.369984717	0.000751724	0.006442293
ENSG00000116406.17	ENSG00000116406	17	0.854085732	0.257414155	3.317943921	0.000906827	0.00742222
ENSG00000166575.15	ENSG00000166575	15	0.85372672	0.273813609	3.117911933	0.001821372	0.012697726
ENSG00000164172.17	ENSG00000164172	17	0.853698381	0.26484878	3.2233427	0.001267039	0.009619858
ENSG00000103966.8	ENSG00000103966	8	0.853589665	0.212137006	4.023765959	5.73E-05	0.000869706
ENSG00000083845.7	ENSG00000083845	7	0.853577855	0.235637034	3.622426578	0.000291852	0.003143939
ENSG00000155330.8	ENSG00000155330	8	0.853378476	0.277166353	3.078939655	0.002077388	0.014010517
ENSG00000159228.11	ENSG00000159228	11	0.853373684	0.227641993	3.748753342	0.000177716	0.002117888
ENSG00000106153.12	ENSG00000106153	12	0.853273612	0.293057216	2.911628056	0.003595505	0.020899102
ENSG00000197345.11	ENSG00000197345	11	0.852681144	0.276399273	3.084961603	0.002035784	0.013815392
ENSG00000182141.8	ENSG00000182141	8	0.852381031	0.254693587	3.346692161	0.00081782	0.006864001
ENSG00000111196.8	ENSG00000111196	8	0.852009811	0.274204311	3.107207935	0.001888635	0.013046771
ENSG00000080822.15	ENSG00000080822	15	0.851297246	0.290609769	2.929348346	0.003396735	0.020040562
ENSG00000131495.7	ENSG00000131495	7	0.85114639	0.278281723	3.058578119	0.002223901	0.014804298
ENSG00000100219.15	ENSG00000100219	15	0.8507539	0.240452312	3.538139824	0.000402957	0.004015805
ENSG00000137845.13	ENSG00000137845	13	0.850398248	0.283554043	2.999069382	0.002708056	0.016993393
ENSG00000140157.13	ENSG00000140157	13	0.850285954	0.234510492	3.625790664	0.000288079	0.003112125
ENSG00000151135.8	ENSG00000151135	8	0.849978089	0.270183398	3.14593012	0.001655596	0.011809673
ENSG00000140406.3	ENSG00000140406	3	0.849877379	0.221282173	3.840695195	0.000122686	0.001585796
ENSG00000007255.9	ENSG00000007255	9	0.849514905	0.260654496	3.259160756	0.001117423	0.008698628
ENSG00000138964.15	ENSG00000138964	15	0.849414086	0.322558668	2.633363077	0.008454392	0.039507055
ENSG00000101182.13	ENSG00000101182	13	0.84886347	0.269879129	3.145346857	0.0016589	0.011825834
ENSG00000196954.11	ENSG00000196954	11	0.848153304	0.311809323	2.720102449	0.006526169	0.032412122
ENSG00000109452.11	ENSG00000109452	11	0.847987082	0.317714983	2.669018232	0.007607332	0.036568287
ENSG00000129255.13	ENSG00000129255	13	0.84796633	0.241066902	3.517556005	0.00043554	0.004242093
ENSG00000019991.14	ENSG00000019991	14	0.847925446	0.309091388	2.743283954	0.006082806	0.030754516
ENSG00000108061.10	ENSG00000108061	10	0.847883398	0.296365024	2.860942856	0.004223832	0.02344376
ENSG00000116095.9	ENSG00000116095	9	0.847423764	0.241900375	3.503193264	0.000459716	0.004428291
ENSG00000158716.7	ENSG00000158716	7	0.847369109	0.277402646	3.054654028	0.002253203	0.014904796
ENSG00000181744.7	ENSG00000181744	7	0.846724101	0.287950118	2.940523544	0.003276581	0.019529075
ENSG00000164307.11	ENSG00000164307	11	0.84669756	0.258455816	3.275985712	0.001052939	0.008293902
ENSG00000205981.5	ENSG00000205981	5	0.846545844	0.243002186	3.483696414	0.00049454	0.004704021
ENSG00000139793.17	ENSG00000139793	17	0.846306728	0.320020437	2.644539632	0.008180213	0.038550311
ENSG00000174718.10	ENSG00000174718	10	0.846283419	0.334465008	2.530259961	0.011397804	0.049313215
ENSG00000149308.15	ENSG00000149308	15	0.845569633	0.300547632	2.8134297	0.00490161	0.02625805
ENSG00000156875.12	ENSG00000156875	12	0.844846407	0.270731337	3.120608115	0.00180478	0.012616834
ENSG00000143353.10	ENSG00000143353	10	0.844803065	0.279501126	3.022539035	0.002506638	0.016054047
ENSG00000169976.6	ENSG00000169976	6	0.844670019	0.272568855	3.098923461	0.001942252	0.013320138
ENSG00000108107.11	ENSG00000108107	11	0.84422653	0.247340642	3.413213947	0.000642015	0.005710649
ENSG00000197299.9	ENSG00000197299	9	0.843807843	0.298784154	2.824138536	0.004740789	0.025589243
ENSG00000253738.1	ENSG00000253738	1	0.843753933	0.291738911	2.89215426	0.0038261	0.021837938
ENSG00000178695.5	ENSG00000178695	5	0.843616857	0.302513197	2.788694394	0.005292098	0.027793892
ENSG00000279483.1	ENSG00000279483	1	0.843038782	0.237670687	3.547087752	0.000389515	0.003910794
ENSG00000174917.7	ENSG00000174917	7	0.842504541	0.286447132	2.941221769	0.003269204	0.019492685
ENSG00000151725.10	ENSG00000151725	10	0.842396251	0.304492896	2.766554699	0.005665208	0.029234066
ENSG00000168564.5	ENSG00000168564	5	0.841895523	0.209709161	4.01458629	5.96E-05	0.000898264
ENSG00000023516.8	ENSG00000023516	8	0.841877697	0.268901897	3.130798651	0.001743316	0.012308117
ENSG00000161921.13	ENSG00000161921	13	0.841804397	0.221996441	3.791972483	0.000149455	0.001856964
ENSG00000115159.14	ENSG00000115159	14	0.841798926	0.224498818	3.74968088	0.00017706	0.00211339
ENSG00000142892.13	ENSG00000142892	13	0.841645938	0.258216707	3.259455773	0.001116262	0.00869256
ENSG00000008324.9	ENSG00000008324	9	0.841620155	0.276046005	3.048840194	0.002297266	0.015112826
ENSG00000158985.12	ENSG00000158985	12	0.841586704	0.30425168	2.766087282	0.005673335	0.029258752
ENSG00000065978.16	ENSG00000065978	16	0.840996069	0.242458737	3.468615241	0.000523148	0.004894327
ENSG00000179958.7	ENSG00000179958	7	0.840764678	0.289766265	2.901527128	0.003713486	0.021358216
ENSG00000151883.15	ENSG00000151883	15	0.840701241	0.266316953	3.156769526	0.001595274	0.01149102
ENSG00000135932.9	ENSG00000135932	9	0.840327308	0.242862976	3.460088152	0.000539999	0.005014871
ENSG00000145907.13	ENSG00000145907	13	0.839698991	0.243981992	3.441643319	0.000578192	0.005281223
ENSG00000173465.6	ENSG00000173465	6	0.8396458	0.303745047	2.764311079	0.005704313	0.02934936
ENSG00000174405.12	ENSG00000174405	12	0.839480504	0.266170042	3.153925581	0.001610902	0.011563337
ENSG00000166278.13	ENSG00000166278	13	0.839462614	0.195748077	4.288484603	1.80E-05	0.000345261
ENSG00000109534.15	ENSG00000109534	15	0.8393759	0.255068853	3.290781643	0.000999094	0.007979433
ENSG00000120727.11	ENSG00000120727	11	0.838890117	0.253903868	3.303967462	0.000953269	0.007722472
ENSG00000138434.15	ENSG00000138434	15	0.838720536	0.22220006	3.774618856	0.000160252	0.001951668
ENSG00000077585.12	ENSG00000077585	12	0.83867452	0.214838317	3.903747388	9.47E-05	0.001294832
ENSG00000184900.14	ENSG00000184900	14	0.838379542	0.234240798	3.579135447	0.000344733	0.00355703
ENSG00000052802.11	ENSG00000052802	11	0.838266366	0.214081105	3.915648546	9.02E-05	0.001244546
ENSG00000205302.5	ENSG00000205302	5	0.83787586	0.234648592	3.570768745	0.000355935	0.003649457
ENSG00000121579.11	ENSG00000121579	11	0.837782237	0.269254758	3.11148536	0.001861487	0.012914602
ENSG00000100368.12	ENSG00000100368	12	0.837043292	0.310942811	2.69195255	0.007103505	0.034637957
ENSG00000164951.14	ENSG00000164951	14	0.836988404	0.240437516	3.481105685	0.000499348	0.004726699
ENSG00000163536.11	ENSG00000163536	11	0.836763236	0.225330849	3.713487258	0.000204423	0.002367975
ENSG00000125703.13	ENSG00000125703	13	0.836631402	0.3013955	2.775858973	0.005505608	0.028637719
ENSG00000175643.8	ENSG00000175643	8	0.836516154	0.268219526	3.11877426	0.00181605	0.012672268
ENSG00000166748.11	ENSG00000166748	11	0.83616947	0.315445785	2.650754934	0.008031209	0.037966019
ENSG00000143889.14	ENSG00000143889	14	0.836137617	0.212403986	3.936543915	8.27E-05	0.001160041
ENSG00000151466.10	ENSG00000151466	10	0.836018739	0.274607723	3.044410881	0.002331365	0.015257771
ENSG00000101843.17	ENSG00000101843	17	0.835645644	0.25505578	3.276325058	0.001051674	0.008291726
ENSG00000169570.8	ENSG00000169570	8	0.835594127	0.262663933	3.181229021	0.001466516	0.010750676
ENSG00000169967.15	ENSG00000169967	15	0.835092666	0.234598181	3.55967238	0.000371318	0.003771501
ENSG00000102531.15	ENSG00000102531	15	0.834894978	0.255794422	3.263929567	0.001098785	0.008579945
ENSG00000166130.13	ENSG00000166130	13	0.834642887	0.274407441	3.041619003	0.002353095	0.01536024
ENSG00000141497.12	ENSG00000141497	12	0.834626527	0.322308298	2.589528512	0.009610746	0.043525628
ENSG00000234127.7	ENSG00000234127	7	0.834476812	0.2247917	3.712222534	0.000205447	0.002377422
ENSG00000104979.7	ENSG00000104979	7	0.833776326	0.268176866	3.109053881	0.001876875	0.012984054
ENSG00000165480.14	ENSG00000165480	14	0.833652166	0.321146532	2.595862271	0.009435388	0.042962252
ENSG00000111843.12	ENSG00000111843	12	0.833641917	0.234528341	3.554546594	0.000378631	0.003823606
ENSG00000198363.14	ENSG00000198363	14	0.833631804	0.217649022	3.830165638	0.000128057	0.001640312
ENSG00000023902.12	ENSG00000023902	12	0.833224316	0.272355066	3.059331074	0.002218319	0.014784312
ENSG00000132963.7	ENSG00000132963	7	0.832656173	0.27155582	3.066243154	0.00216767	0.01451191
ENSG00000169251.11	ENSG00000169251	11	0.832504698	0.258329514	3.222646476	0.001270122	0.009633628
ENSG00000183735.8	ENSG00000183735	8	0.832408237	0.286644107	2.9039782	0.003684538	0.021259178
ENSG00000213096.8	ENSG00000213096	8	0.832064272	0.25512427	3.261407748	0.001108605	0.008641804
ENSG00000162819.10	ENSG00000162819	10	0.832023393	0.282013422	2.950297145	0.003174684	0.019066535
ENSG00000082269.15	ENSG00000082269	15	0.83159228	0.229754419	3.619483287	0.000295192	0.00316792
ENSG00000198715.10	ENSG00000198715	10	0.83131737	0.203444407	4.086213941	4.38E-05	0.00070683
ENSG00000213341.9	ENSG00000213341	9	0.831242885	0.24869386	3.34243429	0.00083047	0.00693694
ENSG00000197265.7	ENSG00000197265	7	0.831236683	0.261528377	3.17838046	0.001481003	0.010822774
ENSG00000152495.9	ENSG00000152495	9	0.83116063	0.313306599	2.652866655	0.007981139	0.037823588
ENSG00000106617.12	ENSG00000106617	12	0.830961484	0.236124958	3.519159906	0.000432916	0.004225569
ENSG00000163762.5	ENSG00000163762	5	0.83095982	0.27968401	2.9710666	0.002967674	0.018109973
ENSG00000103490.13	ENSG00000103490	13	0.830655071	0.246179669	3.374182257	0.000740353	0.006374928
ENSG00000144366.14	ENSG00000144366	14	0.830441908	0.293024864	2.834032227	0.00459647	0.024970129
ENSG00000197930.11	ENSG00000197930	11	0.829654655	0.280050998	2.962512763	0.003051392	0.018491953
ENSG00000167461.10	ENSG00000167461	10	0.829561881	0.216227535	3.836522854	0.000124789	0.001608402
ENSG00000040633.11	ENSG00000040633	11	0.829476662	0.221255004	3.74896227	0.000177568	0.002117233
ENSG00000122033.13	ENSG00000122033	13	0.829236633	0.270093384	3.07018491	0.002139263	0.014347054
ENSG00000177674.14	ENSG00000177674	14	0.828733086	0.232855975	3.558994296	0.000372278	0.003776196
ENSG00000123094.14	ENSG00000123094	14	0.828697738	0.301149759	2.75177951	0.005927241	0.030237829
ENSG00000107854.5	ENSG00000107854	5	0.827928502	0.218828084	3.783465486	0.00015466	0.001903833
ENSG00000178127.11	ENSG00000178127	11	0.827641109	0.284945401	2.904560338	0.003677693	0.021241221
ENSG00000021574.10	ENSG00000021574	10	0.827633635	0.252017411	3.284033559	0.001023327	0.00812168
ENSG00000173113.5	ENSG00000173113	5	0.827612405	0.24211929	3.418201032	0.000630365	0.005626814
ENSG00000122958.13	ENSG00000122958	13	0.827463938	0.274661754	3.012665315	0.002589643	0.016437664
ENSG00000115750.15	ENSG00000115750	15	0.827048025	0.272089574	3.039616741	0.002368794	0.015414089
ENSG00000206337.9	ENSG00000206337	9	0.82704507	0.311935547	2.651333195	0.00801747	0.037938695
ENSG00000172062.15	ENSG00000172062	15	0.826990061	0.248987906	3.321406553	0.00089565	0.007356189
ENSG00000143158.9	ENSG00000143158	9	0.82689045	0.240061902	3.444488454	0.000572141	0.005236437
ENSG00000168040.4	ENSG00000168040	4	0.826450538	0.235772508	3.505287975	0.000456114	0.004402909
ENSG00000170836.10	ENSG00000170836	10	0.826027586	0.262856648	3.142502166	0.001675105	0.011911507
ENSG00000221821.3	ENSG00000221821	3	0.825666477	0.303565946	2.719891639	0.006530331	0.032412429
ENSG00000150540.12	ENSG00000150540	12	0.825643173	0.210212893	3.927652405	8.58E-05	0.001195654
ENSG00000243749.1	ENSG00000243749	1	0.825296262	0.287226071	2.873333394	0.004061652	0.022782487
ENSG00000065135.8	ENSG00000065135	8	0.825276386	0.249082633	3.313263453	0.000922141	0.007528611
ENSG00000101294.15	ENSG00000101294	15	0.825231419	0.243757241	3.385464231	0.00071058	0.006173365
ENSG00000010072.14	ENSG00000010072	14	0.824856316	0.226637611	3.639538531	0.000273127	0.002980306
ENSG00000132406.10	ENSG00000132406	10	0.824777378	0.210923867	3.910308443	9.22E-05	0.001269306
ENSG00000170619.9	ENSG00000170619	9	0.824345112	0.244110383	3.376935884	0.000732981	0.006324534
ENSG00000167005.12	ENSG00000167005	12	0.824179	0.259222374	3.179428482	0.001475658	0.010800297
ENSG00000132823.9	ENSG00000132823	9	0.82415516	0.255071445	3.231075753	0.001233253	0.009445254
ENSG00000156411.8	ENSG00000156411	8	0.823951881	0.231353297	3.561444306	0.00036882	0.003752834
ENSG00000184898.6	ENSG00000184898	6	0.823322791	0.256646372	3.208004798	0.001336593	0.010017887
ENSG00000128284.18	ENSG00000128284	18	0.823292455	0.29257057	2.813996141	0.004892982	0.026217996
ENSG00000180879.12	ENSG00000180879	12	0.823158439	0.306337627	2.687095435	0.007207636	0.035055599
ENSG00000027697.11	ENSG00000027697	11	0.822336329	0.276026719	2.979191037	0.002890105	0.017784516
ENSG00000108788.10	ENSG00000108788	10	0.822316452	0.217874995	3.774258038	0.000160485	0.001953449
ENSG00000116791.12	ENSG00000116791	12	0.822304317	0.265193856	3.100766849	0.001930202	0.013257471
ENSG00000144810.14	ENSG00000144810	14	0.821939688	0.275695523	2.981331284	0.002869981	0.017710733
ENSG00000143228.11	ENSG00000143228	11	0.82151041	0.311858113	2.634244152	0.008432483	0.039445165
ENSG00000150551.10	ENSG00000150551	10	0.821404217	0.292033636	2.812704143	0.004912683	0.026293574
ENSG00000181610.11	ENSG00000181610	11	0.821160696	0.265008019	3.098625843	0.001944204	0.013325495
ENSG00000237550.5	ENSG00000237550	5	0.820853777	0.24799383	3.309976607	0.000933038	0.00760394
ENSG00000086189.8	ENSG00000086189	8	0.82082961	0.250895103	3.271604748	0.00106939	0.008390709
ENSG00000110002.14	ENSG00000110002	14	0.820808218	0.261238464	3.141988374	0.001678047	0.011924978
ENSG00000141441.14	ENSG00000141441	14	0.820264188	0.213478978	3.842365159	0.000121854	0.00157773
ENSG00000084073.7	ENSG00000084073	7	0.819799237	0.254647563	3.219348446	0.001284823	0.009725684
ENSG00000140396.11	ENSG00000140396	11	0.819201141	0.241749635	3.388634453	0.000702416	0.006113771
ENSG00000103035.9	ENSG00000103035	9	0.819153574	0.273060668	2.999895884	0.002700719	0.01696296
ENSG00000120696.8	ENSG00000120696	8	0.819121394	0.294588658	2.780559846	0.005426526	0.028309283
ENSG00000104427.10	ENSG00000104427	10	0.818614227	0.238951302	3.42586217	0.000612851	0.005513724
ENSG00000107443.14	ENSG00000107443	14	0.81842697	0.247330629	3.309040107	0.000936164	0.007623961
ENSG00000131871.13	ENSG00000131871	13	0.818408033	0.264413123	3.095186895	0.001966889	0.013451906
ENSG00000121749.14	ENSG00000121749	14	0.818091632	0.24676745	3.315233152	0.000915667	0.007482069
ENSG00000163738.17	ENSG00000163738	17	0.817664397	0.248207644	3.294275652	0.000986757	0.007893472
ENSG00000151881.13	ENSG00000151881	13	0.817634524	0.253270725	3.228302542	0.001245272	0.009502139
ENSG00000156017.11	ENSG00000156017	11	0.817542698	0.28514128	2.867149566	0.004141872	0.023135533
ENSG00000172086.7	ENSG00000172086	7	0.816891356	0.222793939	3.666578006	0.000245818	0.002738771
ENSG00000143256.4	ENSG00000143256	4	0.816717231	0.275747088	2.961834474	0.003058121	0.018512276
ENSG00000198146.4	ENSG00000198146	4	0.815944323	0.259708926	3.141764652	0.00167933	0.011930369
ENSG00000124795.13	ENSG00000124795	13	0.815767517	0.27920851	2.921714372	0.003481106	0.020364158
ENSG00000117010.14	ENSG00000117010	14	0.815580841	0.28395367	2.872232079	0.004075835	0.022836219
ENSG00000138600.8	ENSG00000138600	8	0.815562556	0.258689861	3.152665337	0.001617872	0.011603667
ENSG00000139154.13	ENSG00000139154	13	0.815472939	0.271933362	2.998796956	0.002710479	0.016996278
ENSG00000122042.9	ENSG00000122042	9	0.814996425	0.22661004	3.596470942	0.000322564	0.003385059
ENSG00000197798.7	ENSG00000197798	7	0.814980757	0.247094289	3.298258168	0.000972866	0.007826775
ENSG00000137474.18	ENSG00000137474	18	0.814489081	0.242674841	3.35629799	0.000789934	0.006684193
ENSG00000125870.9	ENSG00000125870	9	0.814263067	0.294681805	2.763194248	0.005723869	0.029443324
ENSG00000117650.11	ENSG00000117650	11	0.81375246	0.310069388	2.62442051	0.008679655	0.040311428
ENSG00000168288.11	ENSG00000168288	11	0.813650729	0.235950427	3.44839694	0.000563925	0.005180005
ENSG00000138085.15	ENSG00000138085	15	0.813458493	0.238027145	3.417503048	0.000631984	0.00563579
ENSG00000151332.17	ENSG00000151332	17	0.812986984	0.235554916	3.451369205	0.00055775	0.005146131
ENSG00000158122.10	ENSG00000158122	10	0.812865569	0.252981608	3.213140966	0.001312918	0.009896885
ENSG00000183648.8	ENSG00000183648	8	0.812356891	0.282108825	2.879586946	0.003981965	0.022501858
ENSG00000154814.12	ENSG00000154814	12	0.812031323	0.270633952	3.000478389	0.002695559	0.016939898
ENSG00000198839.8	ENSG00000198839	8	0.811962863	0.266522971	3.046502374	0.002315207	0.015190182
ENSG00000154723.11	ENSG00000154723	11	0.811647401	0.264743902	3.06578318	0.002171007	0.014529979
ENSG00000088325.14	ENSG00000088325	14	0.811089742	0.226263542	3.584712484	0.00033745	0.003499331
ENSG00000064102.13	ENSG00000064102	13	0.810971494	0.250163395	3.241767217	0.00118791	0.009150325
ENSG00000187098.13	ENSG00000187098	13	0.810250832	0.231703357	3.496931779	0.000470642	0.004515737
ENSG00000172315.5	ENSG00000172315	5	0.809665067	0.225555371	3.589651011	0.000331121	0.003450996
ENSG00000173207.11	ENSG00000173207	11	0.809655135	0.283405844	2.856875226	0.00427834	0.02365976
ENSG00000116030.15	ENSG00000116030	15	0.809619471	0.269002276	3.00971235	0.002614952	0.016568238
ENSG00000182899.13	ENSG00000182899	13	0.809284717	0.271524752	2.980519127	0.002877603	0.017750675
ENSG00000099203.5	ENSG00000099203	5	0.809206745	0.261556793	3.093808947	0.001976047	0.013499034
ENSG00000151876.11	ENSG00000151876	11	0.809156529	0.231914288	3.489032674	0.000484772	0.004622697
ENSG00000161057.9	ENSG00000161057	9	0.809080877	0.261651576	3.092207156	0.001986742	0.013555818
ENSG00000177156.9	ENSG00000177156	9	0.80850091	0.233832222	3.457611202	0.000544987	0.005052953
ENSG00000137055.13	ENSG00000137055	13	0.808415199	0.262310384	3.081903154	0.002056817	0.013908877
ENSG00000149131.14	ENSG00000149131	14	0.807783937	0.192580951	4.194516285	2.73E-05	0.000482509
ENSG00000118242.14	ENSG00000118242	14	0.807242581	0.239244877	3.37412693	0.000740502	0.006374928
ENSG00000198168.7	ENSG00000198168	7	0.806864929	0.24479022	3.296148546	0.000980202	0.00786719
ENSG00000115233.10	ENSG00000115233	10	0.806424824	0.273887831	2.944361645	0.003236216	0.019349291
ENSG00000116586.10	ENSG00000116586	10	0.806396824	0.236596864	3.408315779	0.000653652	0.005789272
ENSG00000125743.9	ENSG00000125743	9	0.806199237	0.301228648	2.676369736	0.007442449	0.035974735
ENSG00000272841.1	ENSG00000272841	1	0.805666161	0.281153935	2.865569575	0.004162598	0.023214939
ENSG00000099860.7	ENSG00000099860	7	0.805480932	0.278988714	2.887145225	0.003887547	0.022083443
ENSG00000163634.10	ENSG00000163634	10	0.805270687	0.26341173	3.057079832	0.002235047	0.014840767
ENSG00000105011.7	ENSG00000105011	7	0.805241515	0.305737741	2.633765501	0.008444379	0.039488354
ENSG00000196511.12	ENSG00000196511	12	0.804569274	0.317028618	2.537844306	0.011153759	0.048478493
ENSG00000224531.5	ENSG00000224531	5	0.804427937	0.265967215	3.024537958	0.002490132	0.015970806
ENSG00000177556.10	ENSG00000177556	10	0.804176908	0.29080777	2.765321256	0.005686676	0.029291722
ENSG00000067225.16	ENSG00000067225	16	0.80402472	0.295752641	2.71857156	0.006556447	0.032492456
ENSG00000141655.14	ENSG00000141655	14	0.80398326	0.31075697	2.587176923	0.009676589	0.043754177
ENSG00000065809.12	ENSG00000065809	12	0.803836793	0.22330505	3.5997251	0.000318554	0.003350716
ENSG00000174173.6	ENSG00000174173	6	0.803299281	0.284087414	2.827648262	0.00468913	0.025340449
ENSG00000177565.14	ENSG00000177565	14	0.803249772	0.271793314	2.955369874	0.003122944	0.018820347
ENSG00000156162.15	ENSG00000156162	15	0.803212708	0.246530611	3.258064811	0.001121748	0.008729307
ENSG00000196937.9	ENSG00000196937	9	0.803079244	0.261661585	3.069152255	0.002146672	0.0143925
ENSG00000107223.11	ENSG00000107223	11	0.803065607	0.241775016	3.321540908	0.000895219	0.007356189
ENSG00000105852.9	ENSG00000105852	9	0.803059547	0.233111785	3.444954729	0.000571155	0.005233174
ENSG00000180694.12	ENSG00000180694	12	0.802302931	0.290052846	2.766057778	0.005673848	0.029258752
ENSG00000184752.11	ENSG00000184752	11	0.802249019	0.300025967	2.673931948	0.007496766	0.036175831
ENSG00000115364.12	ENSG00000115364	12	0.802086	0.231261285	3.468310745	0.000523741	0.004894466
ENSG00000001629.8	ENSG00000001629	8	0.801554244	0.227821729	3.51833975	0.000434256	0.004235019
ENSG00000231500.5	ENSG00000231500	5	0.801317496	0.27974192	2.864488443	0.004176834	0.02325094
ENSG00000090889.11	ENSG00000090889	11	0.801111609	0.23568944	3.399013591	0.000676294	0.005939797
ENSG00000173660.10	ENSG00000173660	10	0.801102972	0.279415391	2.867068163	0.004142938	0.023135807
ENSG00000113532.11	ENSG00000113532	11	0.800964127	0.30946586	2.588214822	0.009647479	0.043655916
ENSG00000080819.5	ENSG00000080819	5	0.800957788	0.218407842	3.667257454	0.000245166	0.002732844
ENSG00000158987.18	ENSG00000158987	18	0.800768905	0.304686535	2.628172937	0.008584486	0.039991828
ENSG00000132341.10	ENSG00000132341	10	0.800745841	0.300851875	2.661594988	0.007777139	0.037174138
ENSG00000158092.5	ENSG00000158092	5	0.800639438	0.287733187	2.782575916	0.005392925	0.028199805
ENSG00000164933.10	ENSG00000164933	10	0.800575745	0.271715398	2.946376069	0.003215212	0.019248991
ENSG00000175701.9	ENSG00000175701	9	0.80054877	0.315783208	2.535121405	0.011240836	0.04874583
ENSG00000118363.10	ENSG00000118363	10	0.800477718	0.263789252	3.034535004	0.002409068	0.015591472
ENSG00000104889.4	ENSG00000104889	4	0.799693374	0.262626922	3.044978659	0.002326968	0.015242144
ENSG00000259623.1	ENSG00000259623	1	0.799630169	0.288695011	2.769809444	0.00560891	0.02904892
ENSG00000131408.12	ENSG00000131408	12	0.799345217	0.234980602	3.401749798	0.000669559	0.005907172
ENSG00000164167.8	ENSG00000164167	8	0.79920409	0.276674695	2.888605659	0.00386954	0.022019618
ENSG00000061794.11	ENSG00000061794	11	0.799200809	0.245036434	3.261559086	0.001108013	0.008640151
ENSG00000011465.15	ENSG00000011465	15	0.799014474	0.242144915	3.299736753	0.000967756	0.007794782
ENSG00000033178.11	ENSG00000033178	11	0.798327528	0.232365084	3.435660439	0.000591111	0.005376964
ENSG00000205189.10	ENSG00000205189	10	0.798316617	0.268140704	2.977230252	0.002908655	0.01786476
ENSG00000164117.11	ENSG00000164117	11	0.798058893	0.240257314	3.321684073	0.000894759	0.007356189
ENSG00000265681.5	ENSG00000265681	5	0.798038522	0.252005564	3.166749607	0.00154153	0.011185305
ENSG00000145817.15	ENSG00000145817	15	0.797987011	0.257261712	3.101849108	0.00192316	0.01322906
ENSG00000186806.5	ENSG00000186806	5	0.797798724	0.262796127	3.035808536	0.002398916	0.015539026
ENSG00000204308.7	ENSG00000204308	7	0.797647013	0.236476776	3.373045873	0.000743416	0.00638793
ENSG00000120784.14	ENSG00000120784	14	0.79753013	0.250959649	3.17792176	0.001483348	0.010832198
