			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000171714.10	ENSG00000171714	10	1.062802665	0.289271434	3.674067115	0.00023872	0.002672771
ENSG00000167994.10	ENSG00000167994	10	1.060801714	0.21655239	4.898591572	9.65E-07	3.18E-05
ENSG00000268439.4	ENSG00000268439	4	1.060683183	0.380269301	2.7892948	0.005282296	0.02776163
ENSG00000186469.7	ENSG00000186469	7	1.060599172	0.310925607	3.411102679	0.000647007	0.00574159
ENSG00000166200.13	ENSG00000166200	13	1.060560426	0.295357387	3.590769941	0.000329703	0.003441889
ENSG00000123360.10	ENSG00000123360	10	1.060445294	0.29990171	3.535976151	0.000406271	0.004043528
ENSG00000001561.6	ENSG00000001561	6	1.060363494	0.212426287	4.99167738	5.99E-07	2.10E-05
ENSG00000167862.8	ENSG00000167862	8	1.060179575	0.321957533	3.292917436	0.000991536	0.007924628
ENSG00000126759.11	ENSG00000126759	11	1.05940911	0.385455961	2.748456935	0.00598765	0.030442459
ENSG00000170889.12	ENSG00000170889	12	1.059361409	0.251957479	4.204524555	2.62E-05	0.000465133
ENSG00000023572.7	ENSG00000023572	7	1.057095581	0.286495023	3.689751988	0.000224473	0.002541932
ENSG00000137364.4	ENSG00000137364	4	1.056812198	0.265357091	3.982603953	6.82E-05	0.000995497
ENSG00000141384.10	ENSG00000141384	10	1.056132851	0.320561725	3.294631789	0.000985507	0.007890297
ENSG00000116761.10	ENSG00000116761	10	1.056036168	0.29889249	3.533163942	0.000410618	0.004074316
ENSG00000118985.13	ENSG00000118985	13	1.055825687	0.198422372	5.321102026	1.03E-07	4.76E-06
ENSG00000281181.1	ENSG00000281181	1	1.055417976	0.20046976	5.264724105	1.40E-07	6.18E-06
ENSG00000091879.12	ENSG00000091879	12	1.055396589	0.404588162	2.608570115	0.009092138	0.041733263
ENSG00000154839.8	ENSG00000154839	8	1.054493874	0.28866401	3.653014714	0.000259179	0.002855489
ENSG00000142684.7	ENSG00000142684	7	1.054397522	0.3282595	3.212085321	0.001317752	0.009922156
ENSG00000111775.2	ENSG00000111775	2	1.052255868	0.281156875	3.742593414	0.000182131	0.00216145
ENSG00000102786.13	ENSG00000102786	13	1.051876177	0.231547565	4.542808196	5.55E-06	0.000135862
ENSG00000173930.8	ENSG00000173930	8	1.051722831	0.270841525	3.883166841	0.000103105	0.00137808
ENSG00000185201.15	ENSG00000185201	15	1.051243509	0.293614818	3.580348966	0.000343136	0.003545371
ENSG00000121316.9	ENSG00000121316	9	1.050044941	0.274509727	3.825164791	0.000130685	0.001667401
ENSG00000206341.7	ENSG00000206341	7	1.049643226	0.288634564	3.636581877	0.00027628	0.003006188
ENSG00000012660.12	ENSG00000012660	12	1.048934189	0.266194781	3.940476158	8.13E-05	0.001145425
ENSG00000247596.7	ENSG00000247596	7	1.048856906	0.278606234	3.764656992	0.000166778	0.00201283
ENSG00000182004.11	ENSG00000182004	11	1.04851644	0.282052783	3.717447603	0.000201246	0.00233712
ENSG00000120802.12	ENSG00000120802	12	1.048290326	0.264832275	3.958317867	7.55E-05	0.001079124
ENSG00000197713.13	ENSG00000197713	13	1.048281218	0.256707735	4.083559139	4.44E-05	0.000713947
ENSG00000174944.7	ENSG00000174944	7	1.047905869	0.352420341	2.973454553	0.00294468	0.018027652
ENSG00000180773.13	ENSG00000180773	13	1.047599328	0.231599867	4.523315755	6.09E-06	0.000145655
ENSG00000075089.8	ENSG00000075089	8	1.047501218	0.254871588	4.109917571	3.96E-05	0.000650324
ENSG00000101307.14	ENSG00000101307	14	1.047483771	0.405827194	2.581107885	0.00984838	0.044275889
ENSG00000258738.1	ENSG00000258738	1	1.047415845	0.284328376	3.683824532	0.00022976	0.002587732
ENSG00000111802.12	ENSG00000111802	12	1.047135029	0.258995988	4.043055024	5.28E-05	0.000820291
ENSG00000176731.10	ENSG00000176731	10	1.04689053	0.267044493	3.920285034	8.84E-05	0.001227542
ENSG00000037241.6	ENSG00000037241	6	1.046339864	0.294640342	3.5512444	0.000383414	0.003863335
ENSG00000086200.15	ENSG00000086200	15	1.04632785	0.227142938	4.606473176	4.10E-06	0.0001074
ENSG00000112110.8	ENSG00000112110	8	1.045095004	0.285420317	3.661599905	0.000250645	0.002775791
ENSG00000164823.8	ENSG00000164823	8	1.045020142	0.274661635	3.80475468	0.000141945	0.001785054
ENSG00000168116.12	ENSG00000168116	12	1.044995875	0.369351347	2.829273219	0.004665385	0.025240958
ENSG00000138660.10	ENSG00000138660	10	1.044734488	0.25962957	4.023942597	5.72E-05	0.000869634
ENSG00000117505.11	ENSG00000117505	11	1.044146685	0.249447441	4.185838425	2.84E-05	0.000498231
ENSG00000174744.12	ENSG00000174744	12	1.044060417	0.292226495	3.572778081	0.000353214	0.003624824
ENSG00000136147.15	ENSG00000136147	15	1.042851981	0.283700683	3.675888155	0.000237023	0.002656389
ENSG00000095574.10	ENSG00000095574	10	1.042783296	0.26753646	3.89772405	9.71E-05	0.001317956
ENSG00000067992.11	ENSG00000067992	11	1.040984607	0.301625529	3.45124834	0.000558	0.005146351
ENSG00000182389.17	ENSG00000182389	17	1.040734911	0.274068302	3.797356004	0.000146248	0.001828616
ENSG00000145781.7	ENSG00000145781	7	1.040710348	0.333880099	3.117018204	0.001826903	0.012732383
ENSG00000164463.11	ENSG00000164463	11	1.040540148	0.279627109	3.721170498	0.000198301	0.002311182
ENSG00000161970.11	ENSG00000161970	11	1.04047341	0.243098532	4.280048096	1.87E-05	0.000355789
ENSG00000196083.8	ENSG00000196083	8	1.038386844	0.227402727	4.566290206	4.96E-06	0.000125553
ENSG00000111737.10	ENSG00000111737	10	1.038312769	0.242918476	4.274326045	1.92E-05	0.000363351
ENSG00000155100.9	ENSG00000155100	9	1.037810885	0.292351111	3.549878366	0.000385409	0.003880002
ENSG00000174840.8	ENSG00000174840	8	1.03760774	0.240255416	4.318769405	1.57E-05	0.000309212
ENSG00000026297.14	ENSG00000026297	14	1.037092839	0.281969732	3.678028962	0.000235043	0.002639396
ENSG00000137812.18	ENSG00000137812	18	1.036856673	0.268258611	3.865138452	0.000111026	0.001463334
ENSG00000267322.2	ENSG00000267322	2	1.03622536	0.407145481	2.545098514	0.010924691	0.047765621
ENSG00000102218.5	ENSG00000102218	5	1.034687257	0.26169548	3.953783449	7.69E-05	0.001093671
ENSG00000178177.13	ENSG00000178177	13	1.034393085	0.323812396	3.194420899	0.001401117	0.010355021
ENSG00000265354.3	ENSG00000265354	3	1.033624689	0.300865777	3.435501032	0.000591459	0.005376964
ENSG00000166794.4	ENSG00000166794	4	1.033577149	0.273720843	3.776026468	0.00015935	0.001943798
ENSG00000171016.10	ENSG00000171016	10	1.033403304	0.302487998	3.41634482	0.000634678	0.005652013
ENSG00000181924.6	ENSG00000181924	6	1.03323983	0.296619895	3.483380068	0.000495125	0.004707616
ENSG00000165527.6	ENSG00000165527	6	1.032293968	0.247281472	4.174570626	2.99E-05	0.000516773
ENSG00000196136.15	ENSG00000196136	15	1.032284334	0.370116435	2.789079967	0.005285801	0.02777364
ENSG00000163453.10	ENSG00000163453	10	1.032247871	0.273206406	3.778271108	0.000157921	0.001929466
ENSG00000078177.12	ENSG00000078177	12	1.032103205	0.259310852	3.980177445	6.89E-05	0.00100415
ENSG00000164305.16	ENSG00000164305	16	1.032071749	0.241141895	4.27993546	1.87E-05	0.000355789
ENSG00000187323.10	ENSG00000187323	10	1.03205746	0.281701274	3.663659192	0.000248638	0.002760726
ENSG00000104221.11	ENSG00000104221	11	1.031670122	0.209361428	4.927699103	8.32E-07	2.79E-05
ENSG00000125735.9	ENSG00000125735	9	1.031061456	0.341593521	3.018387041	0.002541241	0.016207266
ENSG00000170860.3	ENSG00000170860	3	1.03006709	0.300279781	3.430357802	0.000602786	0.005453343
ENSG00000125835.16	ENSG00000125835	16	1.029092129	0.288688186	3.564718533	0.000364247	0.003716568
ENSG00000258941.3	ENSG00000258941	3	1.028662503	0.385053186	2.671481603	0.007551721	0.036363926
ENSG00000277443.1	ENSG00000277443	1	1.028537364	0.229245743	4.486614882	7.24E-06	0.000166181
ENSG00000136404.14	ENSG00000136404	14	1.028243388	0.351559648	2.924804923	0.003446722	0.020251495
ENSG00000163412.11	ENSG00000163412	11	1.027950526	0.333767121	3.079843587	0.002071093	0.013984641
ENSG00000197958.11	ENSG00000197958	11	1.027602689	0.270192965	3.803217776	0.000142829	0.001793197
ENSG00000101608.11	ENSG00000101608	11	1.027245624	0.34184782	3.004979302	0.002655989	0.016751351
ENSG00000258947.5	ENSG00000258947	5	1.026993291	0.334369069	3.071436283	0.002130316	0.014308385
ENSG00000125249.6	ENSG00000125249	6	1.026779771	0.321841174	3.190330679	0.001421101	0.010469068
ENSG00000155465.17	ENSG00000155465	17	1.025804229	0.247728174	4.140846041	3.46E-05	0.000583783
ENSG00000155792.8	ENSG00000155792	8	1.025776951	0.247280831	4.148226727	3.35E-05	0.000567881
ENSG00000256664.1	ENSG00000256664	1	1.02536527	0.301470563	3.401211906	0.000670878	0.005911934
ENSG00000121152.8	ENSG00000121152	8	1.025199541	0.298385898	3.435817674	0.000590768	0.005376964
ENSG00000158457.5	ENSG00000158457	5	1.025093593	0.218209052	4.69775926	2.63E-06	7.40E-05
ENSG00000163249.8	ENSG00000163249	8	1.024868818	0.223906158	4.57722479	4.71E-06	0.000120778
ENSG00000135439.10	ENSG00000135439	10	1.023801351	0.396437917	2.582501083	0.009808705	0.044176049
ENSG00000173597.7	ENSG00000173597	7	1.023723084	0.374287756	2.735123092	0.006235695	0.031298103
ENSG00000112149.8	ENSG00000112149	8	1.023607832	0.273284555	3.745575129	0.000179981	0.002139283
ENSG00000175768.11	ENSG00000175768	11	1.023372006	0.269485772	3.797499215	0.000146163	0.001828616
ENSG00000168876.7	ENSG00000168876	7	1.022915236	0.312781501	3.270382778	0.00107402	0.00842414
ENSG00000163466.14	ENSG00000163466	14	1.022505564	0.263652542	3.878231391	0.000105219	0.001398941
ENSG00000023909.8	ENSG00000023909	8	1.022137885	0.224539422	4.552153358	5.31E-06	0.000131949
ENSG00000134001.11	ENSG00000134001	11	1.021755308	0.276072336	3.701041994	0.000214716	0.002455884
ENSG00000160256.11	ENSG00000160256	11	1.02152634	0.305557447	3.343156413	0.000828312	0.006926538
ENSG00000166401.12	ENSG00000166401	12	1.021239988	0.339560407	3.007535531	0.002633753	0.016661894
ENSG00000196911.8	ENSG00000196911	8	1.02119701	0.299757977	3.406738393	0.000657441	0.005817136
ENSG00000160710.14	ENSG00000160710	14	1.020651878	0.212810437	4.796061199	1.62E-06	4.89E-05
ENSG00000164023.13	ENSG00000164023	13	1.020634739	0.311554985	3.275937759	0.001053118	0.008293902
ENSG00000152213.3	ENSG00000152213	3	1.020499644	0.31396021	3.250410757	0.001152384	0.008931076
ENSG00000148848.13	ENSG00000148848	13	1.020301043	0.29269373	3.485899891	0.000490485	0.00467216
ENSG00000155099.6	ENSG00000155099	6	1.020220244	0.263827248	3.867001051	0.000110182	0.001453048
ENSG00000163577.6	ENSG00000163577	6	1.019973773	0.340462819	2.995844824	0.002736857	0.017114377
ENSG00000108010.10	ENSG00000108010	10	1.019082334	0.30412263	3.350892809	0.000805515	0.006790788
ENSG00000085231.12	ENSG00000085231	12	1.018180648	0.260763823	3.904608537	9.44E-05	0.001291782
ENSG00000198843.11	ENSG00000198843	11	1.018105855	0.25368238	4.013309305	5.99E-05	0.000901944
ENSG00000196172.9	ENSG00000196172	9	1.017879566	0.299422135	3.399480021	0.000675141	0.005935713
ENSG00000240342.3	ENSG00000240342	3	1.017680704	0.227801763	4.46739608	7.92E-06	0.000179272
ENSG00000123505.13	ENSG00000123505	13	1.017625617	0.230633216	4.412311618	1.02E-05	0.000221708
ENSG00000143106.11	ENSG00000143106	11	1.016834999	0.304702304	3.337142469	0.000846445	0.007036812
ENSG00000263563.4	ENSG00000263563	4	1.016530729	0.306328043	3.318438364	0.000905223	0.007415336
ENSG00000170677.5	ENSG00000170677	5	1.016311308	0.260859539	3.896009746	9.78E-05	0.001325733
ENSG00000057252.11	ENSG00000057252	11	1.01588841	0.209312312	4.853457504	1.21E-06	3.85E-05
ENSG00000102144.12	ENSG00000102144	12	1.015572742	0.296623745	3.423774253	0.000617579	0.005551869
ENSG00000160606.9	ENSG00000160606	9	1.015398163	0.388516077	2.613529329	0.008961239	0.041282276
ENSG00000164758.6	ENSG00000164758	6	1.015348456	0.228989326	4.434042732	9.25E-06	0.000203783
ENSG00000120860.9	ENSG00000120860	9	1.015140138	0.27899234	3.638595019	0.000274129	0.002988379
ENSG00000169504.13	ENSG00000169504	13	1.015069833	0.317674861	3.195310544	0.001396805	0.010329456
ENSG00000186407.6	ENSG00000186407	6	1.014024485	0.350948334	2.889383954	0.003859974	0.02198774
ENSG00000263513.4	ENSG00000263513	4	1.013851546	0.359364564	2.821234051	0.004783929	0.0257601
ENSG00000144369.11	ENSG00000144369	11	1.013726197	0.252661213	4.012195561	6.02E-05	0.000905071
ENSG00000213654.8	ENSG00000213654	8	1.012950124	0.333961189	3.033137255	0.002420255	0.015654971
ENSG00000255302.3	ENSG00000255302	3	1.012902538	0.26985888	3.753452679	0.000174415	0.002086203
ENSG00000178996.11	ENSG00000178996	11	1.011977463	0.261539258	3.869313814	0.000109142	0.001440169
ENSG00000172349.15	ENSG00000172349	15	1.01185155	0.372848093	2.713843972	0.006650748	0.032881045
ENSG00000121274.11	ENSG00000121274	11	1.011818475	0.245386121	4.123372876	3.73E-05	0.000620783
ENSG00000130255.11	ENSG00000130255	11	1.011778518	0.257895958	3.923204252	8.74E-05	0.001214979
ENSG00000219545.8	ENSG00000219545	8	1.011385153	0.26678895	3.790955934	0.000150069	0.001861947
ENSG00000036054.11	ENSG00000036054	11	1.010275718	0.266405904	3.792242225	0.000149293	0.001856964
ENSG00000112394.15	ENSG00000112394	15	1.01022037	0.313178931	3.225697103	0.001256663	0.009550637
ENSG00000122694.14	ENSG00000122694	14	1.010142807	0.343346179	2.942053442	0.003260437	0.019467339
ENSG00000153956.14	ENSG00000153956	14	1.009799409	0.308229295	3.276130545	0.001052399	0.008293902
ENSG00000180992.6	ENSG00000180992	6	1.008886541	0.259028132	3.894891772	9.82E-05	0.001328506
ENSG00000198252.10	ENSG00000198252	10	1.008876184	0.295193879	3.417673111	0.000631589	0.005635528
ENSG00000174013.7	ENSG00000174013	7	1.00820959	0.241834968	4.168998386	3.06E-05	0.000526765
ENSG00000143155.11	ENSG00000143155	11	1.008206673	0.286194357	3.522804164	0.000427007	0.004187647
ENSG00000135776.4	ENSG00000135776	4	1.007496857	0.23406309	4.304381601	1.67E-05	0.000326053
ENSG00000204315.3	ENSG00000204315	3	1.007064788	0.269716786	3.73378611	0.000188623	0.002218836
ENSG00000111276.9	ENSG00000111276	9	1.006699347	0.232824493	4.323854988	1.53E-05	0.000304538
ENSG00000114405.9	ENSG00000114405	9	1.006645398	0.272287223	3.696998286	0.000218164	0.002486752
ENSG00000114395.9	ENSG00000114395	9	1.006395845	0.289196043	3.479977928	0.000501455	0.004732223
ENSG00000092051.15	ENSG00000092051	15	1.0058576	0.369897339	2.719288558	0.006542251	0.032457435
ENSG00000138767.11	ENSG00000138767	11	1.004947472	0.261159779	3.848017773	0.000119077	0.001548823
ENSG00000130066.15	ENSG00000130066	15	1.004227516	0.229132341	4.382740169	1.17E-05	0.00024723
ENSG00000136754.15	ENSG00000136754	15	1.003890416	0.262063399	3.830715841	0.000127771	0.001639051
ENSG00000277669.1	ENSG00000277669	1	1.003727492	0.284685401	3.525742761	0.000422297	0.004148607
ENSG00000254911.3	ENSG00000254911	3	1.003625881	0.365135528	2.748639355	0.005984319	0.030435439
ENSG00000123144.9	ENSG00000123144	9	1.003438518	0.254795014	3.938218821	8.21E-05	0.001154403
ENSG00000155158.19	ENSG00000155158	19	1.002984898	0.234224244	4.282156622	1.85E-05	0.000353146
ENSG00000182287.12	ENSG00000182287	12	1.002779879	0.368663786	2.720039011	0.006527421	0.032412122
ENSG00000179399.12	ENSG00000179399	12	1.001947898	0.389105559	2.575002785	0.010023928	0.044826061
ENSG00000095015.5	ENSG00000095015	5	1.001246608	0.261501971	3.828830059	0.000128754	0.00164461
ENSG00000136997.13	ENSG00000136997	13	1.001219661	0.357346129	2.801820362	0.005081516	0.026967934
ENSG00000164329.12	ENSG00000164329	12	1.001046872	0.243920221	4.103992973	4.06E-05	0.000663545
ENSG00000002919.13	ENSG00000002919	13	1.000811539	0.271874348	3.681154715	0.00023218	0.002613691
ENSG00000196850.5	ENSG00000196850	5	1.000561018	0.226472039	4.418033336	9.96E-06	0.000216954
ENSG00000116752.5	ENSG00000116752	5	1.000401398	0.267112847	3.7452388	0.000180222	0.002141033
ENSG00000242539.2	ENSG00000242539	2	1.000334467	0.30118036	3.321380141	0.000895734	0.007356189
ENSG00000110172.10	ENSG00000110172	10	1.000172976	0.22392653	4.466522916	7.95E-06	0.000179524
ENSG00000151414.13	ENSG00000151414	13	0.99985471	0.273287846	3.658613887	0.000253583	0.002804693
ENSG00000213281.4	ENSG00000213281	4	0.999841952	0.295253859	3.386380637	0.000708211	0.006155133
ENSG00000164603.10	ENSG00000164603	10	0.999182403	0.26200464	3.813605758	0.000136954	0.001736682
ENSG00000198015.11	ENSG00000198015	11	0.999061196	0.241154719	4.142822501	3.43E-05	0.000579709
ENSG00000115966.15	ENSG00000115966	15	0.998922468	0.272511043	3.665621974	0.000246738	0.002742312
ENSG00000119632.3	ENSG00000119632	3	0.998745367	0.272101588	3.670487092	0.000242089	0.002702512
ENSG00000114978.16	ENSG00000114978	16	0.998718897	0.266345087	3.74971774	0.000177034	0.00211339
ENSG00000183291.14	ENSG00000183291	14	0.998384653	0.304316861	3.28074051	0.00103535	0.008197087
ENSG00000123395.13	ENSG00000123395	13	0.998083412	0.255812276	3.901624369	9.55E-05	0.001303112
ENSG00000142657.19	ENSG00000142657	19	0.998058831	0.193941767	5.146177864	2.66E-07	1.05E-05
ENSG00000104442.8	ENSG00000104442	8	0.99796975	0.326322662	3.05822999	0.002226486	0.014809842
ENSG00000150779.10	ENSG00000150779	10	0.997569003	0.265102254	3.76295934	0.000167915	0.00202333
ENSG00000175489.9	ENSG00000175489	9	0.996912813	0.308681871	3.229580055	0.001239722	0.009481874
ENSG00000118402.5	ENSG00000118402	5	0.995546873	0.323632338	3.07616624	0.002096809	0.014128366
ENSG00000132541.9	ENSG00000132541	9	0.995428775	0.302174136	3.294222293	0.000986944	0.007893472
ENSG00000154518.8	ENSG00000154518	8	0.994586795	0.282531179	3.520272695	0.000431103	0.004209684
ENSG00000163528.11	ENSG00000163528	11	0.99447101	0.271600802	3.661517205	0.000250726	0.002775791
ENSG00000260314.2	ENSG00000260314	2	0.994285683	0.355582733	2.796214751	0.005170503	0.027357274
ENSG00000182774.9	ENSG00000182774	9	0.994049332	0.262007761	3.793969035	0.000148258	0.001848112
ENSG00000049860.12	ENSG00000049860	12	0.993432783	0.211357543	4.700247585	2.60E-06	7.33E-05
ENSG00000137210.12	ENSG00000137210	12	0.993372251	0.291594811	3.406686995	0.000657565	0.005817136
ENSG00000017427.14	ENSG00000017427	14	0.991733706	0.276978251	3.580547211	0.000342875	0.003544291
ENSG00000111817.15	ENSG00000111817	15	0.991608509	0.226386762	4.380152364	1.19E-05	0.000249251
ENSG00000173674.9	ENSG00000173674	9	0.991564456	0.268515589	3.692763089	0.000221831	0.002523393
ENSG00000137714.2	ENSG00000137714	2	0.991441759	0.244907896	4.048222925	5.16E-05	0.00080634
ENSG00000205542.9	ENSG00000205542	9	0.991138097	0.338770654	2.925690542	0.003436926	0.020204369
ENSG00000182481.7	ENSG00000182481	7	0.991091005	0.233281964	4.248468199	2.15E-05	0.00039698
ENSG00000085871.7	ENSG00000085871	7	0.991076579	0.243574238	4.068889174	4.72E-05	0.00074981
ENSG00000132294.12	ENSG00000132294	12	0.990650725	0.247333034	4.005331224	6.19E-05	0.000921952
ENSG00000105669.11	ENSG00000105669	11	0.990512266	0.243352903	4.070271017	4.70E-05	0.000747107
ENSG00000122591.10	ENSG00000122591	10	0.990199794	0.225879803	4.383746491	1.17E-05	0.000246318
ENSG00000275882.1	ENSG00000275882	1	0.989798721	0.248160771	3.988538224	6.65E-05	0.000974408
ENSG00000248098.9	ENSG00000248098	9	0.98929151	0.204045174	4.848394545	1.24E-06	3.93E-05
ENSG00000196371.3	ENSG00000196371	3	0.98894644	0.227472572	4.34754147	1.38E-05	0.000278798
ENSG00000169288.16	ENSG00000169288	16	0.988890096	0.305149467	3.2406745	0.001192473	0.009179257
ENSG00000085274.14	ENSG00000085274	14	0.988604821	0.236652408	4.177455162	2.95E-05	0.000512212
ENSG00000168679.16	ENSG00000168679	16	0.988181236	0.27166342	3.637520412	0.000275275	0.002997999
ENSG00000074800.12	ENSG00000074800	12	0.988112072	0.253724512	3.894428899	9.84E-05	0.0013292
ENSG00000104689.8	ENSG00000104689	8	0.98699211	0.310665536	3.177024793	0.001487943	0.010862271
ENSG00000113387.10	ENSG00000113387	10	0.986797415	0.271269315	3.637703793	0.00027508	0.0029973
ENSG00000069667.14	ENSG00000069667	14	0.986487064	0.295567646	3.337601654	0.000845048	0.007031926
ENSG00000157107.12	ENSG00000157107	12	0.986424783	0.288643759	3.417447124	0.000632114	0.00563579
ENSG00000198604.9	ENSG00000198604	9	0.986392942	0.275316343	3.582762036	0.00033998	0.00352076
ENSG00000128203.6	ENSG00000128203	6	0.985894438	0.347204646	2.83951972	0.00451815	0.02465056
ENSG00000128604.17	ENSG00000128604	17	0.985714823	0.277186693	3.556140492	0.000376343	0.003808945
ENSG00000108950.10	ENSG00000108950	10	0.985212907	0.330297482	2.982804772	0.002856201	0.017666536
ENSG00000184574.8	ENSG00000184574	8	0.98512646	0.267196383	3.686900435	0.000227002	0.002565552
ENSG00000146006.7	ENSG00000146006	7	0.984353471	0.35280989	2.790039336	0.005270164	0.027729882
ENSG00000197134.10	ENSG00000197134	10	0.984237111	0.298906178	3.292796145	0.000991964	0.007925264
ENSG00000128578.8	ENSG00000128578	8	0.984004257	0.277395734	3.547294127	0.00038921	0.003910794
ENSG00000121879.3	ENSG00000121879	3	0.983566387	0.278955164	3.525894169	0.000422056	0.004148026
ENSG00000279778.1	ENSG00000279778	1	0.9833105	0.354427773	2.774360741	0.005531031	0.028724007
ENSG00000104368.16	ENSG00000104368	16	0.983304073	0.239257926	4.109807724	3.96E-05	0.000650324
ENSG00000146109.4	ENSG00000146109	4	0.982462198	0.269381767	3.647099828	0.000265217	0.00291214
ENSG00000163931.14	ENSG00000163931	14	0.982397133	0.192384163	5.106434533	3.28E-07	1.26E-05
ENSG00000115128.6	ENSG00000115128	6	0.98217635	0.22907204	4.287630871	1.81E-05	0.000346007
ENSG00000104219.11	ENSG00000104219	11	0.981978777	0.223986016	4.384107526	1.16E-05	0.000246139
ENSG00000126249.6	ENSG00000126249	6	0.981977216	0.307404914	3.194409627	0.001401171	0.010355021
ENSG00000136521.11	ENSG00000136521	11	0.981878378	0.275592095	3.562795871	0.000366926	0.003740246
ENSG00000186130.4	ENSG00000186130	4	0.980574571	0.292789405	3.349078055	0.00081081	0.006820221
ENSG00000136122.14	ENSG00000136122	14	0.979449194	0.28144133	3.48011855	0.000501192	0.004731701
ENSG00000116670.13	ENSG00000116670	13	0.978385641	0.225959072	4.329924145	1.49E-05	0.000297824
ENSG00000119953.11	ENSG00000119953	11	0.978156146	0.268228435	3.646728012	0.000265601	0.00291495
ENSG00000142945.11	ENSG00000142945	11	0.978132346	0.251139128	3.894782766	9.83E-05	0.001328506
ENSG00000188060.6	ENSG00000188060	6	0.978000946	0.263434291	3.712504329	0.000205219	0.002375984
ENSG00000121060.13	ENSG00000121060	13	0.97791106	0.234981873	4.161644669	3.16E-05	0.000539937
ENSG00000105829.10	ENSG00000105829	10	0.977617089	0.291801683	3.35027913	0.000807302	0.006803332
ENSG00000178860.8	ENSG00000178860	8	0.977208851	0.331236327	2.950186226	0.003175824	0.01906835
ENSG00000138413.12	ENSG00000138413	12	0.976947402	0.202311097	4.828936301	1.37E-06	4.28E-05
ENSG00000080345.16	ENSG00000080345	16	0.976678106	0.278593387	3.505747635	0.000455327	0.004399044
ENSG00000126267.7	ENSG00000126267	7	0.976252475	0.276337442	3.532827356	0.000411141	0.004074431
ENSG00000137331.11	ENSG00000137331	11	0.974818777	0.323526578	3.013102607	0.002585915	0.016423156
ENSG00000071073.11	ENSG00000071073	11	0.974494567	0.254098033	3.835112593	0.000125507	0.001615829
ENSG00000105640.11	ENSG00000105640	11	0.973786841	0.262845021	3.704794701	0.000211562	0.002433337
ENSG00000091009.7	ENSG00000091009	7	0.97377019	0.289314895	3.365779667	0.000763276	0.006516767
ENSG00000065833.8	ENSG00000065833	8	0.973737733	0.291356542	3.342082956	0.000831522	0.006943179
ENSG00000156735.9	ENSG00000156735	9	0.973528835	0.243379125	4.000050687	6.33E-05	0.000939083
ENSG00000170909.12	ENSG00000170909	12	0.97338807	0.290162581	3.354629907	0.000794712	0.006717134
ENSG00000155438.10	ENSG00000155438	10	0.973337637	0.286919166	3.392375808	0.000692893	0.006049727
ENSG00000112996.8	ENSG00000112996	8	0.973241946	0.221254316	4.398747839	1.09E-05	0.000234019
ENSG00000236552.2	ENSG00000236552	2	0.973160475	0.31786138	3.061587646	0.002201665	0.014696277
ENSG00000118200.13	ENSG00000118200	13	0.972940738	0.275204633	3.535335606	0.000407258	0.004051025
ENSG00000117697.13	ENSG00000117697	13	0.972932366	0.284267993	3.422588514	0.000620279	0.005566387
ENSG00000152240.11	ENSG00000152240	11	0.972752278	0.300266104	3.239633994	0.001196832	0.009203478
ENSG00000104043.13	ENSG00000104043	13	0.972603836	0.279444178	3.480494181	0.00050049	0.004731701
ENSG00000111640.13	ENSG00000111640	13	0.972581148	0.273604468	3.554697611	0.000378414	0.003823107
ENSG00000130768.13	ENSG00000130768	13	0.972555294	0.221761505	4.385591155	1.16E-05	0.00024515
ENSG00000173418.10	ENSG00000173418	10	0.972095561	0.278477244	3.490754032	0.000481659	0.004601873
ENSG00000118292.7	ENSG00000118292	7	0.972070646	0.278381342	3.491867083	0.000479657	0.004591232
ENSG00000150768.14	ENSG00000150768	14	0.971789156	0.226919264	4.282532644	1.85E-05	0.000352845
ENSG00000097046.11	ENSG00000097046	11	0.971728268	0.276577021	3.513409261	0.000442395	0.00429233
ENSG00000250011.1	ENSG00000250011	1	0.971697358	0.375307511	2.589069842	0.009623557	0.043566311
ENSG00000086666.17	ENSG00000086666	17	0.971523211	0.253998536	3.824916575	0.000130816	0.001668147
ENSG00000119878.5	ENSG00000119878	5	0.970141725	0.268904814	3.607751418	0.000308862	0.003281291
ENSG00000145780.7	ENSG00000145780	7	0.970060296	0.28013606	3.46281838	0.000534549	0.004972377
ENSG00000114767.6	ENSG00000114767	6	0.969777357	0.263180945	3.684831205	0.000228854	0.002580978
ENSG00000277791.3	ENSG00000277791	3	0.969457842	0.303511348	3.194140346	0.001402479	0.010357959
ENSG00000162368.12	ENSG00000162368	12	0.969338928	0.264667691	3.662475483	0.00024979	0.002768117
ENSG00000092140.13	ENSG00000092140	13	0.968845695	0.276719912	3.501178096	0.000463206	0.004458139
ENSG00000133703.10	ENSG00000133703	10	0.968821108	0.266699501	3.632631878	0.000280545	0.003042291
ENSG00000083799.16	ENSG00000083799	16	0.968580427	0.311644958	3.107961163	0.001883828	0.013017516
ENSG00000001630.14	ENSG00000001630	14	0.968558141	0.23281827	4.160146627	3.18E-05	0.000543083
ENSG00000163159.10	ENSG00000163159	10	0.968439972	0.273188734	3.544948418	0.00039269	0.003935363
ENSG00000106537.7	ENSG00000106537	7	0.968050333	0.310163766	3.121094201	0.001801804	0.01260834
