			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000010322.14	ENSG00000010322	14	-1.189578621	0.27959444	-4.254657643	2.09E-05	0.000548988
ENSG00000239552.2	ENSG00000239552	2	-1.189921	0.380229432	-3.129481573	0.001751151	0.015133855
ENSG00000179299.15	ENSG00000179299	15	-1.190096186	0.399395235	-2.979745579	0.002884879	0.021478866
ENSG00000066735.13	ENSG00000066735	13	-1.190514884	0.286730516	-4.152034109	3.30E-05	0.000788702
ENSG00000110665.10	ENSG00000110665	10	-1.190792445	0.444615562	-2.678251835	0.007400755	0.041944818
ENSG00000223855.1	ENSG00000223855	1	-1.191227922	0.355478711	-3.35105278	0.00080505	0.008640526
ENSG00000184154.11	ENSG00000184154	11	-1.193280509	0.438928132	-2.718623901	0.00655541	0.038378817
ENSG00000234062.6	ENSG00000234062	6	-1.193962808	0.427664563	-2.791820767	0.005241238	0.032663049
ENSG00000196557.9	ENSG00000196557	9	-1.194604939	0.269522715	-4.432297816	9.32E-06	0.000289788
ENSG00000171680.19	ENSG00000171680	19	-1.194913562	0.367826427	-3.248579968	0.001159826	0.011312989
ENSG00000141449.13	ENSG00000141449	13	-1.195098189	0.358873108	-3.330141387	0.000868019	0.009132353
ENSG00000107281.8	ENSG00000107281	8	-1.196759537	0.313000496	-3.823506839	0.000131567	0.002286638
ENSG00000068615.15	ENSG00000068615	15	-1.197823439	0.312345053	-3.834936483	0.000125597	0.002215478
ENSG00000006534.14	ENSG00000006534	14	-1.197884101	0.39283342	-3.049343666	0.00229342	0.018259333
ENSG00000140470.12	ENSG00000140470	12	-1.198475409	0.30064151	-3.986393664	6.71E-05	0.001379605
ENSG00000213906.8	ENSG00000213906	8	-1.198864585	0.34649539	-3.459972686	0.00054023	0.006439383
ENSG00000184916.7	ENSG00000184916	7	-1.199764257	0.285302552	-4.205234927	2.61E-05	0.0006548
ENSG00000259635.1	ENSG00000259635	1	-1.19984639	0.453032096	-2.648479877	0.008085466	0.044788273
ENSG00000174403.14	ENSG00000174403	14	-1.200615132	0.423831065	-2.832768127	0.004614685	0.029840016
ENSG00000179532.11	ENSG00000179532	11	-1.200931825	0.252318269	-4.75959125	1.94E-06	8.13E-05
ENSG00000205740.2	ENSG00000205740	2	-1.200970191	0.331798542	-3.61957646	0.000295086	0.004146922
ENSG00000186704.9	ENSG00000186704	9	-1.201955131	0.408496245	-2.942389666	0.003256898	0.023362461
ENSG00000197291.7	ENSG00000197291	7	-1.201992523	0.343094389	-3.503387298	0.000459381	0.005740273
ENSG00000281691.1	ENSG00000281691	1	-1.202729329	0.410646672	-2.928866617	0.003402004	0.024080657
ENSG00000178803.9	ENSG00000178803	9	-1.203737207	0.393576103	-3.058461119	0.002224769	0.017869859
ENSG00000272195.1	ENSG00000272195	1	-1.203808487	0.424021117	-2.839029563	0.004525096	0.029428835
ENSG00000143126.7	ENSG00000143126	7	-1.204450675	0.2729714	-4.41236948	1.02E-05	0.000313134
ENSG00000204301.6	ENSG00000204301	6	-1.204568829	0.329987596	-3.650345782	0.000261888	0.003809831
ENSG00000250510.6	ENSG00000250510	6	-1.204842988	0.420771397	-2.863414665	0.004191017	0.027917845
ENSG00000263004.1	ENSG00000263004	1	-1.205191277	0.423706925	-2.844398349	0.004449538	0.029062684
ENSG00000238105.6	ENSG00000238105	6	-1.206140083	0.390725736	-3.086922546	0.002022403	0.016790518
ENSG00000116852.13	ENSG00000116852	13	-1.206288967	0.274001636	-4.402488197	1.07E-05	0.000325731
ENSG00000064607.15	ENSG00000064607	15	-1.20647023	0.308390378	-3.912152635	9.15E-05	0.001742386
ENSG00000244560.5	ENSG00000244560	5	-1.206530954	0.444806931	-2.712482358	0.006678134	0.038946221
ENSG00000167595.13	ENSG00000167595	13	-1.206896712	0.266541024	-4.527996076	5.95E-06	0.000199945
ENSG00000105523.3	ENSG00000105523	3	-1.206983555	0.448322595	-2.692221111	0.007097787	0.040729063
ENSG00000162241.11	ENSG00000162241	11	-1.207089122	0.238095816	-5.069762013	3.98E-07	2.20E-05
ENSG00000169031.17	ENSG00000169031	17	-1.209815293	0.41015396	-2.949661375	0.003181224	0.022987807
ENSG00000161149.10	ENSG00000161149	10	-1.210874076	0.448720991	-2.698501074	0.006965251	0.040112583
ENSG00000220785.6	ENSG00000220785	6	-1.210996402	0.340276321	-3.558861807	0.000372465	0.004947689
ENSG00000177943.12	ENSG00000177943	12	-1.211036442	0.309435437	-3.913696675	9.09E-05	0.0017376
ENSG00000242686.4	ENSG00000242686	4	-1.211596562	0.433087608	-2.797578454	0.005148726	0.032258805
ENSG00000272636.3	ENSG00000272636	3	-1.213004862	0.27817737	-4.360544725	1.30E-05	0.000381838
ENSG00000144229.10	ENSG00000144229	10	-1.213438841	0.446734033	-2.716244454	0.006602715	0.0385707
ENSG00000159239.10	ENSG00000159239	10	-1.214633085	0.393990219	-3.082901619	0.002049929	0.016977538
ENSG00000177225.15	ENSG00000177225	15	-1.216633934	0.319465634	-3.808340565	0.000139903	0.002393231
ENSG00000262209.2	ENSG00000262209	2	-1.217243674	0.443247274	-2.74619551	0.006029082	0.036222205
ENSG00000104899.5	ENSG00000104899	5	-1.217283288	0.332279358	-3.663433365	0.000248857	0.003670241
ENSG00000250490.1	ENSG00000250490	1	-1.218255395	0.449651028	-2.709335282	0.006741817	0.039174645
ENSG00000249574.1	ENSG00000249574	1	-1.218970544	0.429690547	-2.836856788	0.004556004	0.029559077
ENSG00000186715.9	ENSG00000186715	9	-1.220072645	0.300965187	-4.053866359	5.04E-05	0.001098576
ENSG00000169885.8	ENSG00000169885	8	-1.220678403	0.368783507	-3.310013543	0.000932915	0.009639195
ENSG00000262292.2	ENSG00000262292	2	-1.222878895	0.304343299	-4.018090423	5.87E-05	0.001243226
ENSG00000249773.3	ENSG00000249773	3	-1.223988928	0.383901699	-3.188287345	0.001431182	0.013121184
ENSG00000255468.5	ENSG00000255468	5	-1.224026767	0.374229441	-3.270792281	0.001072467	0.010679455
ENSG00000272079.2	ENSG00000272079	2	-1.224187577	0.38865008	-3.149845166	0.00163357	0.014384419
ENSG00000186399.10	ENSG00000186399	10	-1.224191456	0.399713673	-3.062670954	0.002193711	0.017704432
ENSG00000253485.2	ENSG00000253485	2	-1.225020944	0.390457884	-3.137395846	0.001704558	0.01484113
ENSG00000170537.11	ENSG00000170537	11	-1.226293222	0.258741604	-4.739451262	2.14E-06	8.81E-05
ENSG00000262772.1	ENSG00000262772	1	-1.22743483	0.468137194	-2.621955373	0.008742688	0.04732864
ENSG00000182873.5	ENSG00000182873	5	-1.22766443	0.341323134	-3.596780615	0.00032218	0.004440092
ENSG00000162415.6	ENSG00000162415	6	-1.228493331	0.293049717	-4.192098679	2.76E-05	0.000684414
ENSG00000256612.6	ENSG00000256612	6	-1.228971355	0.394649795	-3.114080814	0.001845189	0.015747075
ENSG00000167483.16	ENSG00000167483	16	-1.229330526	0.361754925	-3.398241303	0.000678206	0.007635084
ENSG00000173531.14	ENSG00000173531	14	-1.23073233	0.335099174	-3.672740563	0.000239963	0.003562243
ENSG00000149639.13	ENSG00000149639	13	-1.231277996	0.259147531	-4.751262697	2.02E-06	8.42E-05
ENSG00000112214.9	ENSG00000112214	9	-1.233015335	0.392638737	-3.140330331	0.001687574	0.014731027
ENSG00000099954.17	ENSG00000099954	17	-1.233485942	0.219061057	-5.630786037	1.79E-08	1.62E-06
ENSG00000272734.1	ENSG00000272734	1	-1.233724159	0.308877734	-3.994215257	6.49E-05	0.001345992
ENSG00000274292.1	ENSG00000274292	1	-1.233868389	0.4163601	-2.96346453	0.003041971	0.02229165
ENSG00000267530.2	ENSG00000267530	2	-1.233873025	0.287185511	-4.296432019	1.74E-05	0.000479655
ENSG00000261611.5	ENSG00000261611	5	-1.234659089	0.426766459	-2.893055587	0.003815138	0.026072507
ENSG00000268505.1	ENSG00000268505	1	-1.235684088	0.356516465	-3.465994444	0.000528274	0.006332996
ENSG00000166856.2	ENSG00000166856	2	-1.236168024	0.4390217	-2.815733309	0.004866605	0.030967352
ENSG00000036672.14	ENSG00000036672	14	-1.236371624	0.459921748	-2.688221702	0.007183369	0.041055377
ENSG00000184956.14	ENSG00000184956	14	-1.236446673	0.319972953	-3.864222463	0.000111444	0.002022939
ENSG00000255036.4	ENSG00000255036	4	-1.236612516	0.377843207	-3.272819232	0.001064806	0.010618738
ENSG00000229180.5	ENSG00000229180	5	-1.236684275	0.20673194	-5.982066808	2.20E-09	2.51E-07
ENSG00000167971.15	ENSG00000167971	15	-1.237762787	0.347768136	-3.559160999	0.000372041	0.004944474
ENSG00000143434.14	ENSG00000143434	14	-1.238457665	0.302835484	-4.089539465	4.32E-05	0.000982556
ENSG00000047617.13	ENSG00000047617	13	-1.238532903	0.339703425	-3.645924098	0.000266433	0.003855963
ENSG00000142303.12	ENSG00000142303	12	-1.23966288	0.335162965	-3.698686934	0.000216718	0.00330738
ENSG00000143224.16	ENSG00000143224	16	-1.24051199	0.332875118	-3.726658812	0.000194035	0.003034517
ENSG00000178093.13	ENSG00000178093	13	-1.240594256	0.369213584	-3.360099166	0.000779145	0.008462804
ENSG00000112787.11	ENSG00000112787	11	-1.241000353	0.228670837	-5.42701627	5.73E-08	4.24E-06
ENSG00000164488.10	ENSG00000164488	10	-1.241380953	0.22445977	-5.53052759	3.19E-08	2.61E-06
ENSG00000212694.7	ENSG00000212694	7	-1.241903122	0.308637393	-4.023825858	5.73E-05	0.001221389
ENSG00000203499.9	ENSG00000203499	9	-1.242011806	0.477429495	-2.601455959	0.009282898	0.049513044
ENSG00000171435.12	ENSG00000171435	12	-1.242068406	0.31416478	-3.95355713	7.70E-05	0.001533466
ENSG00000047578.11	ENSG00000047578	11	-1.24240357	0.364342577	-3.409987328	0.000649659	0.007383359
ENSG00000110675.11	ENSG00000110675	11	-1.243380299	0.428376263	-2.902542477	0.00370147	0.025561447
ENSG00000229481.2	ENSG00000229481	2	-1.244095569	0.321228626	-3.872928719	0.000107535	0.001971117
ENSG00000230267.6	ENSG00000230267	6	-1.245250636	0.470563196	-2.64629841	0.008137799	0.045004747
ENSG00000273729.1	ENSG00000273729	1	-1.245314816	0.297658614	-4.183701593	2.87E-05	0.000703788
ENSG00000168676.9	ENSG00000168676	9	-1.246193656	0.388048081	-3.211441358	0.001320709	0.012401336
ENSG00000234350.3	ENSG00000234350	3	-1.246528309	0.216670912	-5.753094869	8.76E-09	8.62E-07
ENSG00000206417.7	ENSG00000206417	7	-1.247434221	0.337537395	-3.695691913	0.000219289	0.00332444
ENSG00000184465.14	ENSG00000184465	14	-1.247756596	0.273903907	-4.555453801	5.23E-06	0.00018031
ENSG00000267466.1	ENSG00000267466	1	-1.24990539	0.379263956	-3.295608167	0.000982089	0.010014431
ENSG00000171951.4	ENSG00000171951	4	-1.251592773	0.426747187	-2.93286707	0.003358477	0.023855438
ENSG00000075275.15	ENSG00000075275	15	-1.253418674	0.335024357	-3.741276268	0.000183088	0.002910233
ENSG00000137843.10	ENSG00000137843	10	-1.253568007	0.32050326	-3.911248852	9.18E-05	0.001744533
ENSG00000280927.1	ENSG00000280927	1	-1.253834628	0.410249871	-3.056270619	0.002241089	0.017969061
ENSG00000096093.13	ENSG00000096093	13	-1.25488503	0.379028454	-3.31079373	0.000930318	0.009623792
ENSG00000269352.1	ENSG00000269352	1	-1.255011957	0.339748225	-3.693947058	0.0002208	0.003339658
ENSG00000262580.4	ENSG00000262580	4	-1.256499393	0.35661761	-3.52338011	0.00042608	0.005434993
ENSG00000170667.13	ENSG00000170667	13	-1.257011313	0.424851108	-2.958710218	0.003089295	0.022529043
ENSG00000272849.1	ENSG00000272849	1	-1.258405663	0.449268565	-2.801009824	0.005094297	0.032071048
ENSG00000137857.16	ENSG00000137857	16	-1.258513772	0.364414803	-3.453519899	0.000553321	0.006551893
ENSG00000197859.8	ENSG00000197859	8	-1.26039583	0.302974873	-4.160067201	3.18E-05	0.000766389
ENSG00000280153.1	ENSG00000280153	1	-1.260875001	0.339904127	-3.709501888	0.000207667	0.003190772
ENSG00000158286.11	ENSG00000158286	11	-1.261380914	0.344859912	-3.657661758	0.000254527	0.003729443
ENSG00000261135.1	ENSG00000261135	1	-1.262519129	0.37461053	-3.370217944	0.000751088	0.008234132
ENSG00000253716.4	ENSG00000253716	4	-1.263841054	0.337448622	-3.745284377	0.00018019	0.002882714
ENSG00000275223.1	ENSG00000275223	1	-1.264128544	0.45499091	-2.778359998	0.005463405	0.033699682
ENSG00000143624.12	ENSG00000143624	12	-1.264163311	0.259324476	-4.874832216	1.09E-06	5.14E-05
ENSG00000246430.5	ENSG00000246430	5	-1.265223101	0.403463251	-3.135906669	0.001713237	0.014901046
ENSG00000170214.3	ENSG00000170214	3	-1.265260081	0.475953713	-2.65836792	0.007852012	0.043830994
ENSG00000260091.1	ENSG00000260091	1	-1.265833507	0.47082682	-2.688533138	0.007176671	0.041034366
ENSG00000227039.5	ENSG00000227039	5	-1.266222042	0.480025254	-2.637823806	0.008343992	0.045772324
ENSG00000276550.3	ENSG00000276550	3	-1.266432033	0.246193037	-5.144061139	2.69E-07	1.60E-05
ENSG00000261888.1	ENSG00000261888	1	-1.267253486	0.386382706	-3.279788317	0.00103885	0.010451985
ENSG00000277559.1	ENSG00000277559	1	-1.267321849	0.423380626	-2.993339258	0.002759428	0.020781777
ENSG00000146005.3	ENSG00000146005	3	-1.267599683	0.461827342	-2.744748022	0.006055738	0.036332575
ENSG00000212864.3	ENSG00000212864	3	-1.267720535	0.364680101	-3.476253653	0.000508471	0.006175209
ENSG00000279069.1	ENSG00000279069	1	-1.267829184	0.319796701	-3.964484874	7.36E-05	0.001479418
ENSG00000116299.15	ENSG00000116299	15	-1.269088493	0.423909143	-2.99377476	0.002755493	0.020780455
ENSG00000196090.11	ENSG00000196090	11	-1.269169645	0.442827838	-2.866056595	0.004156199	0.027747151
ENSG00000197816.12	ENSG00000197816	12	-1.269281367	0.346452852	-3.663648197	0.000248648	0.003670241
ENSG00000221986.5	ENSG00000221986	5	-1.269795463	0.469012655	-2.707379961	0.006781659	0.039318118
ENSG00000186204.13	ENSG00000186204	13	-1.269841018	0.421296945	-3.014123492	0.002577229	0.019798036
ENSG00000100312.9	ENSG00000100312	9	-1.27010328	0.352129494	-3.606921043	0.000309852	0.004303235
ENSG00000235703.4	ENSG00000235703	4	-1.270165185	0.297749854	-4.265880124	1.99E-05	0.000531856
ENSG00000104881.13	ENSG00000104881	13	-1.270410397	0.243075596	-5.226400416	1.73E-07	1.10E-05
ENSG00000204634.11	ENSG00000204634	11	-1.271904762	0.320846554	-3.964215129	7.36E-05	0.001479565
ENSG00000180815.13	ENSG00000180815	13	-1.272482935	0.409798149	-3.105145638	0.001901854	0.016099673
ENSG00000103168.15	ENSG00000103168	15	-1.272883292	0.340407769	-3.739289775	0.000184541	0.002921876
ENSG00000085552.15	ENSG00000085552	15	-1.273225383	0.435963148	-2.920488553	0.00349483	0.024493567
ENSG00000213981.7	ENSG00000213981	7	-1.273858202	0.444192216	-2.867808478	0.004133257	0.027648341
ENSG00000269937.1	ENSG00000269937	1	-1.276114347	0.334719275	-3.812491366	0.000137573	0.002360816
ENSG00000162482.4	ENSG00000162482	4	-1.277128201	0.438206809	-2.914441711	0.003563253	0.024851291
ENSG00000171246.5	ENSG00000171246	5	-1.277195118	0.325791703	-3.92028129	8.84E-05	0.001707624
ENSG00000064270.11	ENSG00000064270	11	-1.27848981	0.311413391	-4.105442631	4.04E-05	0.000929741
ENSG00000110900.13	ENSG00000110900	13	-1.279100996	0.334139813	-3.828041278	0.000129167	0.00226084
ENSG00000251322.6	ENSG00000251322	6	-1.280377181	0.395290226	-3.239081307	0.001199154	0.011571941
ENSG00000119698.10	ENSG00000119698	10	-1.28149235	0.446070548	-2.872846809	0.004067913	0.027305377
ENSG00000249715.8	ENSG00000249715	8	-1.281592241	0.430321154	-2.978222727	0.002899252	0.021548144
ENSG00000025423.10	ENSG00000025423	10	-1.2819828	0.265811659	-4.822899058	1.41E-06	6.32E-05
ENSG00000250397.2	ENSG00000250397	2	-1.282508243	0.395925041	-3.239270342	0.001198359	0.011571941
ENSG00000088053.10	ENSG00000088053	10	-1.282751898	0.471091196	-2.72293753	0.006470429	0.03805352
ENSG00000272078.1	ENSG00000272078	1	-1.283481311	0.332346506	-3.861876951	0.000112519	0.002037723
ENSG00000185513.13	ENSG00000185513	13	-1.284201875	0.297068609	-4.322913418	1.54E-05	0.000438462
ENSG00000269940.1	ENSG00000269940	1	-1.284357533	0.479736992	-2.677211793	0.007423769	0.042048934
ENSG00000167978.15	ENSG00000167978	15	-1.284702596	0.202190112	-6.353933838	2.10E-10	3.26E-08
ENSG00000050438.15	ENSG00000050438	15	-1.285425213	0.433314163	-2.966497112	0.003012132	0.022102799
ENSG00000225828.1	ENSG00000225828	1	-1.286589244	0.301097775	-4.272994854	1.93E-05	0.000520276
ENSG00000068078.16	ENSG00000068078	16	-1.288492161	0.278942673	-4.619200592	3.85E-06	0.000141796
ENSG00000170190.14	ENSG00000170190	14	-1.289187148	0.313604561	-4.110868622	3.94E-05	0.000911484
ENSG00000224186.7	ENSG00000224186	7	-1.291575677	0.410533225	-3.146092933	0.001654674	0.014518483
ENSG00000263142.4	ENSG00000263142	4	-1.292782456	0.250504259	-5.160720458	2.46E-07	1.48E-05
ENSG00000256092.2	ENSG00000256092	2	-1.294140114	0.350274216	-3.694648525	0.000220191	0.003334165
ENSG00000250899.3	ENSG00000250899	3	-1.294386978	0.308364522	-4.197587224	2.70E-05	0.000671714
ENSG00000225138.6	ENSG00000225138	6	-1.295446787	0.394264741	-3.285728223	0.001017191	0.0102845
ENSG00000114455.12	ENSG00000114455	12	-1.295459479	0.472488796	-2.741778198	0.006110759	0.036523381
ENSG00000101213.6	ENSG00000101213	6	-1.295466233	0.356609511	-3.632730462	0.000280438	0.003988532
ENSG00000183688.4	ENSG00000183688	4	-1.295895131	0.275516159	-4.703517711	2.56E-06	0.000101409
ENSG00000248015.5	ENSG00000248015	5	-1.297950833	0.382792765	-3.390740241	0.000697041	0.007785826
ENSG00000092200.11	ENSG00000092200	11	-1.298940535	0.484068529	-2.683381497	0.00728818	0.04142779
ENSG00000161180.9	ENSG00000161180	9	-1.298958755	0.385298238	-3.371307278	0.000748124	0.008214543
ENSG00000272141.1	ENSG00000272141	1	-1.299870174	0.435530889	-2.984564832	0.00283982	0.021243059
ENSG00000251143.1	ENSG00000251143	1	-1.301060798	0.439337384	-2.961416089	0.003062279	0.022410241
ENSG00000165698.14	ENSG00000165698	14	-1.302630393	0.48473056	-2.687328801	0.007202601	0.041139333
ENSG00000197915.5	ENSG00000197915	5	-1.303477664	0.395769825	-3.293524627	0.000989397	0.010077601
ENSG00000281844.1	ENSG00000281844	1	-1.30442053	0.435746908	-2.993527907	0.002757723	0.020780455
ENSG00000162148.9	ENSG00000162148	9	-1.304539918	0.474020421	-2.752075357	0.005921889	0.03573259
ENSG00000169994.17	ENSG00000169994	17	-1.304778542	0.460712851	-2.832086273	0.004624537	0.029889495
ENSG00000166183.14	ENSG00000166183	14	-1.305328852	0.451822643	-2.889029298	0.003864331	0.026309481
ENSG00000261840.2	ENSG00000261840	2	-1.306004005	0.295478851	-4.419957634	9.87E-06	0.000304397
ENSG00000145217.12	ENSG00000145217	12	-1.306448643	0.433647384	-3.012698087	0.002589364	0.019847649
ENSG00000224975.1	ENSG00000224975	1	-1.306758361	0.326142943	-4.006704385	6.16E-05	0.001288597
ENSG00000224239.1	ENSG00000224239	1	-1.307105345	0.44066559	-2.966206971	0.003014975	0.022117688
ENSG00000255310.2	ENSG00000255310	2	-1.307413519	0.329207907	-3.971391609	7.15E-05	0.001448571
ENSG00000135324.5	ENSG00000135324	5	-1.307956035	0.356262492	-3.671326805	0.000241295	0.003576359
ENSG00000158816.14	ENSG00000158816	14	-1.308181806	0.46597576	-2.807403125	0.00499427	0.031602456
ENSG00000280237.1	ENSG00000280237	1	-1.308246344	0.275966849	-4.74059239	2.13E-06	8.78E-05
ENSG00000177103.12	ENSG00000177103	12	-1.308524644	0.288891312	-4.529470396	5.91E-06	0.000199047
ENSG00000254995.4	ENSG00000254995	4	-1.308619128	0.304453673	-4.298253707	1.72E-05	0.000478162
ENSG00000137878.15	ENSG00000137878	15	-1.312732708	0.458150818	-2.865285089	0.00416634	0.027789544
ENSG00000273179.1	ENSG00000273179	1	-1.313151901	0.418427838	-3.138299561	0.001699311	0.014811602
ENSG00000267265.4	ENSG00000267265	4	-1.314060459	0.410107314	-3.204186839	0.001354445	0.012633956
ENSG00000267002.1	ENSG00000267002	1	-1.314182157	0.409740855	-3.207349572	0.001339641	0.012540092
ENSG00000122729.17	ENSG00000122729	17	-1.314953779	0.243640997	-5.397095704	6.77E-08	4.87E-06
ENSG00000271699.4	ENSG00000271699	4	-1.31570911	0.434563636	-3.027655792	0.002464586	0.019175515
ENSG00000188549.11	ENSG00000188549	11	-1.317408545	0.332523942	-3.961845689	7.44E-05	0.001488822
ENSG00000227825.4	ENSG00000227825	4	-1.32031377	0.380065846	-3.473907966	0.000512937	0.006209417
ENSG00000189152.9	ENSG00000189152	9	-1.321567213	0.324436063	-4.073428825	4.63E-05	0.001035758
ENSG00000231154.1	ENSG00000231154	1	-1.322029237	0.386431057	-3.421125747	0.000623625	0.007163117
ENSG00000163945.14	ENSG00000163945	14	-1.322367542	0.325347865	-4.064472784	4.81E-05	0.001063215
ENSG00000171611.8	ENSG00000171611	8	-1.322585409	0.508047506	-2.603271139	0.009233889	0.049329126
ENSG00000183837.9	ENSG00000183837	9	-1.323469535	0.356410357	-3.713330745	0.000204549	0.003158943
ENSG00000160318.5	ENSG00000160318	5	-1.325149844	0.475678097	-2.785812193	0.00533938	0.033124992
ENSG00000143816.7	ENSG00000143816	7	-1.325841577	0.338077302	-3.921711305	8.79E-05	0.001700508
ENSG00000155428.11	ENSG00000155428	11	-1.325982683	0.428507407	-3.094421851	0.001971969	0.016514377
ENSG00000106714.16	ENSG00000106714	16	-1.326516618	0.403540639	-3.287194623	0.001011909	0.010253077
ENSG00000267352.1	ENSG00000267352	1	-1.327113465	0.374612111	-3.542633633	0.000396153	0.005166883
ENSG00000196110.6	ENSG00000196110	6	-1.327599827	0.337265378	-3.936365587	8.27E-05	0.001624832
ENSG00000224940.7	ENSG00000224940	7	-1.328395074	0.44303321	-2.998409701	0.002713926	0.020547322
ENSG00000129646.12	ENSG00000129646	12	-1.328818803	0.249452996	-5.326930628	9.99E-08	6.76E-06
ENSG00000139880.18	ENSG00000139880	18	-1.328929504	0.285209117	-4.659491667	3.17E-06	0.000121283
ENSG00000167615.15	ENSG00000167615	15	-1.329620412	0.365618874	-3.636629575	0.000276229	0.00394692
ENSG00000213199.6	ENSG00000213199	6	-1.33162488	0.345347469	-3.855898765	0.000115305	0.002078478
ENSG00000188779.9	ENSG00000188779	9	-1.332382413	0.347654811	-3.832486625	0.000126854	0.002226993
ENSG00000280407.2	ENSG00000280407	2	-1.333196426	0.408233926	-3.265765881	0.001091685	0.010831123
ENSG00000281205.1	ENSG00000281205	1	-1.333236902	0.390639961	-3.412955749	0.000642624	0.007322514
ENSG00000170835.13	ENSG00000170835	13	-1.333519613	0.469683338	-2.839188672	0.004522841	0.029427907
ENSG00000112293.13	ENSG00000112293	13	-1.334070192	0.311253121	-4.286126315	1.82E-05	0.000499901
ENSG00000168427.8	ENSG00000168427	8	-1.33433369	0.466835206	-2.858254202	0.00425979	0.028196197
ENSG00000235890.2	ENSG00000235890	2	-1.334886115	0.402829054	-3.313778143	0.000920445	0.009542366
ENSG00000142765.16	ENSG00000142765	16	-1.337138315	0.358402647	-3.730827117	0.000190852	0.002995168
ENSG00000205832.7	ENSG00000205832	7	-1.337154756	0.405462495	-3.297850656	0.000974279	0.009957223
ENSG00000177685.15	ENSG00000177685	15	-1.337350549	0.373500638	-3.580584376	0.000342827	0.00464483
ENSG00000275437.1	ENSG00000275437	1	-1.337603633	0.431478819	-3.100044718	0.001934914	0.016293226
ENSG00000261067.5	ENSG00000261067	5	-1.339282093	0.439246412	-3.049045037	0.002295701	0.018272109
ENSG00000228288.5	ENSG00000228288	5	-1.33936614	0.392986717	-3.408171529	0.000653998	0.007414794
ENSG00000237037.8	ENSG00000237037	8	-1.339830642	0.294687687	-4.546612227	5.45E-06	0.000186751
ENSG00000167280.15	ENSG00000167280	15	-1.340346656	0.318626583	-4.20663788	2.59E-05	0.000651352
ENSG00000267396.1	ENSG00000267396	1	-1.340530084	0.295152941	-4.541815093	5.58E-06	0.000189855
ENSG00000267221.1	ENSG00000267221	1	-1.342162619	0.456071732	-2.942876144	0.003251785	0.02335662
ENSG00000103034.13	ENSG00000103034	13	-1.342916731	0.391190438	-3.432897638	0.000597168	0.006938433
ENSG00000262410.1	ENSG00000262410	1	-1.342976663	0.506556752	-2.651186974	0.008020942	0.044530738
ENSG00000265298.1	ENSG00000265298	1	-1.343186132	0.353582342	-3.798793014	0.000145402	0.002464041
ENSG00000225892.3	ENSG00000225892	3	-1.344518146	0.251308234	-5.350075973	8.79E-08	6.08E-06
ENSG00000081853.14	ENSG00000081853	14	-1.345670861	0.41336152	-3.255433309	0.001132195	0.011131405
ENSG00000279803.1	ENSG00000279803	1	-1.34785382	0.51465484	-2.618947139	0.008820161	0.047634132
ENSG00000215912.10	ENSG00000215912	10	-1.349201911	0.376887466	-3.579853496	0.000343787	0.00465229
ENSG00000205702.9	ENSG00000205702	9	-1.349219162	0.404457398	-3.335874605	0.000850315	0.009011565
ENSG00000228172.4	ENSG00000228172	4	-1.349345319	0.338139455	-3.990499478	6.59E-05	0.001363094
ENSG00000204410.13	ENSG00000204410	13	-1.349737736	0.340430624	-3.964795295	7.35E-05	0.001479418
ENSG00000171368.11	ENSG00000171368	11	-1.352184086	0.285915583	-4.729312318	2.25E-06	9.13E-05
ENSG00000257038.1	ENSG00000257038	1	-1.352854647	0.339173282	-3.988682829	6.64E-05	0.001370444
ENSG00000184381.17	ENSG00000184381	17	-1.353468135	0.276869925	-4.888462094	1.02E-06	4.91E-05
ENSG00000177595.16	ENSG00000177595	16	-1.353779578	0.355053349	-3.812890601	0.000137351	0.002359772
ENSG00000228315.10	ENSG00000228315	10	-1.354715565	0.363754831	-3.724254495	0.000195893	0.003056542
ENSG00000214279.11	ENSG00000214279	11	-1.354761341	0.323100991	-4.192996547	2.75E-05	0.000682331
ENSG00000204618.7	ENSG00000204618	7	-1.355117115	0.488527838	-2.773879012	0.005539227	0.034028294
ENSG00000121454.5	ENSG00000121454	5	-1.356132774	0.424905952	-3.19160691	0.001414837	0.013024079
ENSG00000116883.8	ENSG00000116883	8	-1.35705121	0.27803665	-4.880835715	1.06E-06	5.05E-05
ENSG00000167702.10	ENSG00000167702	10	-1.357089448	0.288400552	-4.705571598	2.53E-06	0.000100688
ENSG00000174514.11	ENSG00000174514	11	-1.358144091	0.243429722	-5.579204055	2.42E-08	2.08E-06
ENSG00000128159.10	ENSG00000128159	10	-1.358810873	0.361303022	-3.760862189	0.000169329	0.002747153
ENSG00000232434.2	ENSG00000232434	2	-1.361311021	0.329399339	-4.132707205	3.59E-05	0.000843548
ENSG00000258461.4	ENSG00000258461	4	-1.363258063	0.383840419	-3.551627173	0.000382857	0.005038909
ENSG00000100228.11	ENSG00000100228	11	-1.363446596	0.486827159	-2.800678989	0.005099522	0.032096504
ENSG00000214491.7	ENSG00000214491	7	-1.364427113	0.311800573	-4.375960896	1.21E-05	0.000359323
ENSG00000012504.12	ENSG00000012504	12	-1.364640444	0.424633568	-3.213689511	0.001310413	0.012326573
ENSG00000224888.4	ENSG00000224888	4	-1.364817886	0.368231425	-3.706413395	0.000210215	0.003220808
