"SYMBOL"	"ENSEMBL"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"187"	"MDH1B"	"ENSG00000138400"	3985.88035019267	-1.50040920167021	0.49054340265567	-3.05866757874512	0.00222323696268321	0.0483532508778963
"188"	"LINC00637"	"ENSG00000258735"	25.3625073077699	-1.50035009053982	0.396282283292596	-3.78606400991193	0.000153052265193478	0.00984847345984055
"189"	"PAPPA2"	"ENSG00000116183"	80.5718368650189	-1.5000871941273	0.422217373125583	-3.5528788951115	0.000381039840825958	0.0179298501139167
"190"	"WDR66"	"ENSG00000158023"	9282.4459736464	-1.49468808740247	0.483606405703228	-3.09071192973344	0.00199677252101869	0.045361927103819
"191"	"C9orf116"	"ENSG00000160345"	5069.59658708196	-1.49467449695758	0.463350939418911	-3.22579360437266	0.0012562391302872	0.0361670247527765
"192"	NA	"ENSG00000249610"	122.709867395165	-1.49466559179435	0.482865943123707	-3.0954048697765	0.00196544409337991	0.0450563613498092
"193"	"DNAI2"	"ENSG00000171595"	7512.20484620738	-1.4944466277417	0.479706231219347	-3.11533711776689	0.00183734790953099	0.0435840723183746
"194"	"TTLL9"	"ENSG00000131044"	3691.50039631069	-1.49159729874371	0.468037001031107	-3.18692175075401	0.00143795671909589	0.0382967141048648
"195"	NA	"ENSG00000274698"	141.306818908286	-1.49085832747239	0.399882942127292	-3.72823686737258	0.000192824100313309	0.011725076383691
"196"	"DYNLRB2"	"ENSG00000168589"	2366.18686417297	-1.48914315699178	0.461152730572238	-3.22917562505576	0.00124147628883187	0.0358989285131125
"197"	"TTC25"	"ENSG00000204815"	6384.41790016863	-1.4863065858242	0.439438937149612	-3.38228240643631	0.000718862022044068	0.0259634411084329
"198"	NA	"ENSG00000223920"	33.6357512688621	-1.48368274249985	0.440922029784427	-3.3649548951438	0.000765561728466833	0.0268149747315828
"199"	"STOX1"	"ENSG00000165730"	2201.86922626677	-1.48353124011692	0.468629279998597	-3.16568192265187	0.00154719878254193	0.0398180676338428
"200"	"MYCBPAP"	"ENSG00000136449"	2321.30958323225	-1.48336891235736	0.480647263113588	-3.08619028172185	0.0020273903539786	0.0456546125488454
"201"	"CCDC13"	"ENSG00000244607"	2347.35449703165	-1.48288110361733	0.450220168630744	-3.29367986362587	0.000988850527047353	0.0311377102797349
"202"	"LMO1"	"ENSG00000166407"	194.305766226199	-1.47968940908257	0.473264677792363	-3.12655788296916	0.00176865683814887	0.0428256691666306
"203"	"DNAAF1"	"ENSG00000154099"	38025.0608506822	-1.47752845144439	0.481114010464898	-3.0710567959072	0.00213302572528989	0.0470492695639002
"204"	"CFAP53"	"ENSG00000172361"	4932.81220344477	-1.47573678240577	0.476527784279185	-3.09685359614031	0.00195586444043528	0.0450218762765
"205"	"CCDC96"	"ENSG00000173013"	3395.5408945289	-1.47271319132108	0.471155283048635	-3.12574907744176	0.00177352808337339	0.0429065035278346
"206"	"KCNE1B"	"ENSG00000276289"	899.242684750173	-1.47219266370391	0.430063356764133	-3.42319949037492	0.000618886397672526	0.023894136768623
"207"	"PIFO"	"ENSG00000173947"	16989.3733099471	-1.46870145999102	0.422405669410305	-3.47699277341942	0.000507071484573593	0.0212470608071406
"208"	NA	"ENSG00000278763"	109.989938073159	-1.46840090774358	0.410891341449888	-3.5736964000315	0.000351977014498307	0.0171044941194828
"209"	"CFAP57"	"ENSG00000243710"	5717.04153231407	-1.46838611703586	0.457190338174566	-3.2117610422362	0.00131924056453907	0.0368163728595137
"210"	"PNLDC1"	"ENSG00000146453"	200.715792220429	-1.46766108262265	0.446236075043747	-3.28897900618808	0.00100551523490044	0.0313888336345226
"211"	"NME5"	"ENSG00000112981"	3022.27984500267	-1.46721169092162	0.450425491189252	-3.25739044441682	0.00112441653037141	0.0337698960317877
"212"	"PPIL6"	"ENSG00000185250"	4851.64874896649	-1.46569253061426	0.481034048280856	-3.04696213470217	0.00231166828084608	0.0495885831113583
"213"	NA	"ENSG00000274492"	54.0852760582391	-1.46541254707673	0.445651200369687	-3.28824997186388	0.00100812285261336	0.0314235710105798
"214"	"ZMYND10"	"ENSG00000004838"	22966.1227226463	-1.46193553841115	0.478297923840183	-3.05653749586343	0.00223909473515996	0.0485472507605441
"215"	"CEACAM6"	"ENSG00000086548"	5271.00674149998	-1.46040634560076	0.354408261795253	-4.12068933777978	3.77740490270387e-05	0.00369696995215329
"216"	"TOX3"	"ENSG00000103460"	1028.56520623531	-1.45843534040126	0.39420789734372	-3.69966038282995	0.000215888173650032	0.0125265408398296
"217"	NA	"ENSG00000254608"	193.925479725656	-1.45587498070075	0.426334114354673	-3.41486860113097	0.000638127873306657	0.0243349282039872
"218"	NA	"ENSG00000244668"	120.672918374788	-1.454501515502	0.423394473319835	-3.43533420287058	0.00059182347738558	0.0232747336578893
"219"	"SMIM6"	"ENSG00000259120"	1385.55034559135	-1.45232794141667	0.357563159358824	-4.06173819478761	4.87086848200523e-05	0.00441231325824622
"220"	"RN7SK"	"ENSG00000202198"	291.049490467139	-1.4505780615629	0.453543245789171	-3.19832358883193	0.00138229077506127	0.0378217996918279
"221"	"LRRC37A5P"	"ENSG00000204173"	72.9899532750193	-1.44977017698831	0.391276513027545	-3.70523179572051	0.000211197503211093	0.0123933528561461
"222"	"CCDC65"	"ENSG00000139537"	4222.13609686787	-1.44810542229029	0.424727666216225	-3.40949162834396	0.000650840754117621	0.0245852679467022
"223"	"LINC01014"	"ENSG00000223941"	88.1042189081494	-1.44706640068128	0.408616915652689	-3.5413766421536	0.000398044935645686	0.018310480303188
"224"	"CCDC160"	"ENSG00000203952"	432.671701428537	-1.44636540627144	0.471649284641712	-3.06661210643025	0.00216499605955176	0.0475527193168794
"225"	"CYB5D1"	"ENSG00000182224"	6596.94532187196	-1.44333693677719	0.401234412875995	-3.59724113998982	0.000321610301724113	0.0161082973347541
"226"	"RAD51AP2"	"ENSG00000214842"	37.1462112002043	-1.44032944798149	0.435185952329108	-3.30968736530413	0.000934002305850928	0.0302521154105499
"227"	"ENO4"	"ENSG00000188316"	815.136927105223	-1.44027194492344	0.466640693491997	-3.08646880782193	0.00202549196538621	0.0456485874421301
"228"	"KLK12"	"ENSG00000186474"	236.058765803954	-1.43679621478564	0.362741113096949	-3.96094118617768	7.46549207452078e-05	0.00595346406432795
"229"	"LINC01843"	"ENSG00000251169"	57.1257184685147	-1.43313988614233	0.428221590434902	-3.34672496238883	0.000817722989852335	0.0278792743105441
"230"	"SPAG8"	"ENSG00000137098"	7199.64531130986	-1.43258218384876	0.458669481482679	-3.12334315162596	0.0017880914117357	0.0430606840305579
"231"	"RSPH9"	"ENSG00000172426"	5447.50069835537	-1.43142642308447	0.436451106279279	-3.27969479854753	0.0010391944028719	0.0320353419942591
"232"	"PTPRT"	"ENSG00000196090"	5433.5423096171	-1.43096465975165	0.463575546336987	-3.08679927372925	0.00202324167935205	0.0456346155090599
"233"	"CCDC103"	"ENSG00000167131"	2235.26866561432	-1.42901788712554	0.394292679529019	-3.62425670401107	0.000289793668739143	0.0151618964143502
"234"	NA	"ENSG00000231140"	161.830244356216	-1.42894892357381	0.397991243570482	-3.59040292131641	0.000330167184978982	0.0162993115956732
"235"	"NUP62CL"	"ENSG00000198088"	395.343854307489	-1.42615506417197	0.432953217044897	-3.29401655427375	0.000987666815084769	0.0311377102797349
"236"	"NEK5"	"ENSG00000197168"	4954.50484275438	-1.42308652663168	0.456921842296562	-3.11450754789709	0.00184252242478694	0.0436698096462415
"237"	"WNT8B"	"ENSG00000075290"	66.5004441195385	-1.42296443320381	0.425610442146082	-3.34334943952199	0.000827735967953631	0.0281145769229841
"238"	"ZFHX2"	"ENSG00000136367"	3591.07410023123	-1.42133889271774	0.409985938148658	-3.4667991276383	0.000526695333395177	0.021707855989405
"239"	"SLC44A4"	"ENSG00000204385"	27154.0162732204	-1.42044112379105	0.369573708975503	-3.84345825824208	0.000121312640804027	0.00848915532186382
"240"	NA	"ENSG00000225473"	881.256110217427	-1.41972971247105	0.283908093269793	-5.00066657529873	5.71324422144733e-07	0.000110289254484505
"241"	"CCDC40"	"ENSG00000141519"	14105.452458069	-1.41958838767312	0.45283469186827	-3.13489318103322	0.00171916699285272	0.0422857673962569
"242"	NA	"ENSG00000280439"	1714.6543453486	-1.41890671805731	0.427446876953373	-3.31949253710909	0.000901812151508541	0.0296972046269125
"243"	"SPACA9"	"ENSG00000165698"	8194.47741837623	-1.41831201504312	0.452686920516086	-3.13309696119821	0.00172972291374348	0.0423728325280528
"244"	"MARCHF10"	"ENSG00000173838"	4035.68234406934	-1.41738541610635	0.454304085060004	-3.11990462493672	0.00180909605405183	0.0433177139854274
"245"	"AK8"	"ENSG00000165695"	2792.87169728194	-1.41731150115191	0.44555496333504	-3.18100260974121	0.00146766307487814	0.0386466200648298
"246"	"IQCD"	"ENSG00000166578"	2776.89387018874	-1.41648472154627	0.449862649936584	-3.14870488080295	0.00163995720290147	0.0410520513257224
"247"	NA	"ENSG00000245248"	593.79687948917	-1.41414832604268	0.457012484081972	-3.09433193905712	0.00197256655224357	0.0451464516466474
"248"	"AADACP1"	"ENSG00000240602"	359.471337146869	-1.41388158426792	0.283270582675978	-4.99127572976826	5.9981799932867e-07	0.000114214323940196
"249"	"ACBD3-AS1"	"ENSG00000234478"	392.82832155097	-1.41291431323885	0.435724112785996	-3.24268102631445	0.00118410697612566	0.0348432781671449
"250"	NA	"ENSG00000230650"	87.6276127547532	-1.41108195256229	0.420861400191259	-3.35284241301539	0.000799862340509075	0.0274711003352019
"251"	"GPR156"	"ENSG00000175697"	579.050645312408	-1.41007586206377	0.453856786251969	-3.10687402893857	0.0018907695063737	0.0442143101528038
"252"	"BAAT"	"ENSG00000136881"	91.9708390650571	-1.40772358217317	0.450679990478914	-3.12355465499423	0.00178680676590543	0.0430606840305579
"253"	NA	"ENSG00000269806"	44.5474330450966	-1.40742625926968	0.407656845970126	-3.45247791907023	0.000555462936487399	0.0224344449069275
"254"	"CXorf58"	"ENSG00000165182"	62.515885152881	-1.40420903158513	0.367206187969228	-3.82403422815632	0.000131285677109867	0.00896296923898116
"255"	"CLIC6"	"ENSG00000159212"	30373.2048044218	-1.40406312020608	0.36804182791077	-3.81495529509892	0.000136207589533446	0.00914476741957929
"256"	NA	"ENSG00000225511"	132.823628117039	-1.40256321959483	0.451699065771403	-3.10508328636802	0.00190225452833749	0.0443716720855789
"257"	"CFAP58"	"ENSG00000120051"	1912.74782373416	-1.40018251771577	0.460431406255811	-3.04102304641192	0.00235775783180918	0.0498494930727373
"258"	"HEPACAM2"	"ENSG00000188175"	243.50675369038	-1.39955424375349	0.433126397283033	-3.23128364498857	0.00123235580356176	0.0357089764984444
"259"	"OSBPL6"	"ENSG00000079156"	9612.97429588915	-1.39637318402428	0.448030049382717	-3.11669537779478	0.00182890446405551	0.0434661748258004
"260"	"CLEC19A"	"ENSG00000261210"	89.9540667187442	-1.39554770314398	0.435639340309662	-3.20344737955025	0.00135792852907577	0.0373744124457816
"261"	"FGFBP1"	"ENSG00000137440"	84.3592254810887	-1.39500236175317	0.372498174831394	-3.74499113286822	0.000180400147143214	0.0111469768624408
"262"	"SPA17"	"ENSG00000064199"	4606.0439325901	-1.39340720115494	0.392246806004069	-3.55237360719385	0.000381772379260989	0.0179298501139167
"263"	"C11orf53"	"ENSG00000150750"	66.4972214208085	-1.39305149270748	0.432227183095507	-3.22296132031951	0.0012687268473883	0.0363117926229508
"264"	NA	"ENSG00000270135"	160.667933166003	-1.39218931793439	0.380150355718684	-3.66220706357732	0.000250051612920082	0.0138597914796951
"265"	"TOGARAM2"	"ENSG00000189350"	10129.1404421062	-1.39186867241283	0.429656318754803	-3.23949308239347	0.00119742371058459	0.0351332149716699
"266"	NA	"ENSG00000228541"	79.101350025222	-1.38904295604084	0.415947669513038	-3.33946565361703	0.000839397301519804	0.0283420625655499
"267"	"LRRC6"	"ENSG00000129295"	2412.74695059556	-1.3867686928613	0.432742583999637	-3.20460417841029	0.00135248335114447	0.0372611825609104
"268"	"WDR86-AS1"	"ENSG00000243836"	2938.06376242309	-1.38448010032033	0.429902082137354	-3.22045451242544	0.00127987502031527	0.0365188396469366
"269"	"LOC100506885"	"ENSG00000228412"	295.700420552384	-1.38233758433654	0.433662831114034	-3.18758603495131	0.00143465769995953	0.0382817003618372
"270"	"LNC-LBCS"	"ENSG00000228412"	295.700420552384	-1.38233758433654	0.433662831114034	-3.18758603495131	0.00143465769995953	0.0382817003618372
"271"	"KLK11"	"ENSG00000167757"	6951.22963977399	-1.37394982020598	0.386765323342104	-3.55241211475075	0.000381716506839003	0.0179298501139167
"272"	NA	"ENSG00000124097"	76.4234496528995	-1.37174642625836	0.429262822911015	-3.19558637050364	0.00139547008841173	0.0379136167631359
"273"	"LINC02345"	"ENSG00000259225"	1540.6355239084	-1.37166001026252	0.351595334800653	-3.90124633206588	9.56987083101108e-05	0.00718565536449761
"274"	"TCTEX1D1"	"ENSG00000152760"	3296.06773874047	-1.37106849928269	0.435497054975506	-3.1482842044932	0.00164231933217789	0.0410520513257224
"275"	"CPEB1"	"ENSG00000214575"	732.479866841846	-1.36412998484344	0.407495823294961	-3.34759255644206	0.000815167619892194	0.0278260449370761
"276"	"HHATL-AS1"	"ENSG00000230970"	291.42690752395	-1.36396806088105	0.400259609335542	-3.40770846987367	0.000655108451380771	0.0247131275776269
"277"	NA	"ENSG00000271970"	32.1779260849638	-1.36185201245577	0.360429596861201	-3.77841338312793	0.000157830729279077	0.0100634167272224
"278"	"LINC00511"	"ENSG00000227036"	1047.10405743162	-1.36174918776974	0.423886336035823	-3.21253381391057	0.00131569659669859	0.0368138439093417
"279"	"LINC00673"	"ENSG00000227036"	1047.10405743162	-1.36174918776974	0.423886336035823	-3.21253381391057	0.00131569659669859	0.0368138439093417
"280"	"SLC17A8"	"ENSG00000179520"	311.039308681128	-1.35999987202855	0.433431683544368	-3.13774909325319	0.00170250545233664	0.0420236597145987
"281"	NA	"ENSG00000236772"	37.264393850689	-1.35466384701705	0.400562853243989	-3.38190083290599	0.000719861262753399	0.0259660265537763
"282"	"FSIP2-AS2"	"ENSG00000226747"	102.748559221588	-1.353003757685	0.333179331165127	-4.06088742946193	4.88865400389237e-05	0.0044141391684823
"283"	"LRRC18"	"ENSG00000165383"	1819.71063107233	-1.35172610663324	0.409333088735806	-3.30226444875967	0.000959076029187723	0.0308261349401978
"284"	"ZC2HC1C"	"ENSG00000119703"	1638.13333517764	-1.34708398696358	0.383957548838972	-3.50841907142326	0.000450778358526662	0.0199647737872149
"285"	"ZDHHC11"	"ENSG00000188818"	6079.0948403089	-1.3455783826957	0.345431460639035	-3.89535562338888	9.80547559947451e-05	0.00724182236160662
"286"	"SLC38A4"	"ENSG00000139209"	377.206298765264	-1.34422169226701	0.399557557599583	-3.36427547596064	0.000767448994924039	0.0268185578238686
"287"	"SMKR1"	"ENSG00000240204"	455.697910697369	-1.34327123157797	0.356674390165026	-3.76609946948103	0.000165817751899914	0.0104301229065854
"288"	"HSD17B2"	"ENSG00000086696"	663.585602820412	-1.33864083481607	0.4052150146865	-3.3035321651438	0.000954750159794222	0.030753062972152
"289"	NA	"ENSG00000279794"	200.654168901801	-1.33528039445721	0.363977688464681	-3.66857759905461	0.000243903667112463	0.013599815828974
"290"	"LOC643201"	"ENSG00000248596"	208.730675134401	-1.33489671245716	0.417587521946512	-3.19668726267195	0.00139015558258861	0.0378519892142391
"291"	"CCL15"	"ENSG00000275718"	241.884867204562	-1.33472090764436	0.431202126669161	-3.09534861980961	0.00196581691153608	0.0450563613498092
"292"	"LRRC23"	"ENSG00000010626"	12774.9399020467	-1.33172275392539	0.415875818845387	-3.2022125201285	0.00136376345637266	0.0374981364512054
"293"	"KCNE1"	"ENSG00000180509"	3220.76933675446	-1.32886470056898	0.301066667134441	-4.41385528732604	1.01545850468909e-05	0.00129198631839784
"294"	NA	"ENSG00000275688"	1085.27788469137	-1.32837697778746	0.336758355543896	-3.94459990648788	7.99333235072767e-05	0.00630257368533009
"295"	"CCDC103"	"ENSG00000214447"	1992.42203263138	-1.32590723361152	0.393339135491072	-3.37090086893125	0.000749228127919301	0.0266874899274653
"296"	"FAM187A"	"ENSG00000214447"	1992.42203263138	-1.32590723361152	0.393339135491072	-3.37090086893125	0.000749228127919301	0.0266874899274653
"297"	"DCTN1-AS1"	"ENSG00000237737"	105.121026746834	-1.3242385932196	0.401867000100975	-3.29521606125126	0.000983460332408255	0.0311377102797349
"298"	"GLB1L2"	"ENSG00000149328"	5331.69700817665	-1.32391837272894	0.404935448803241	-3.26945535798778	0.00107754738994349	0.0328916346694745
"299"	NA	"ENSG00000249601"	27.1468449933229	-1.32261272480296	0.427817009633751	-3.09153842652315	0.00199122207942803	0.0453202052636905
"300"	"NME9"	"ENSG00000181322"	1766.55861008806	-1.32248757845336	0.434122681909844	-3.04634526957982	0.0023164166906598	0.0495885831113583
"301"	"STK33"	"ENSG00000130413"	8072.58400956603	-1.32233397224177	0.406364013323729	-3.25406268489708	0.00113767172979197	0.0339856663699115
"302"	"C15orf65"	"ENSG00000261652"	830.945976992447	-1.32162647503943	0.378390517885948	-3.49275791164985	0.000478059694091246	0.0206105193658838
"303"	"MORN2"	"ENSG00000188010"	4555.12494209069	-1.31875611837164	0.362921331485259	-3.6337244575143	0.000279359199067222	0.0149049033154412
"304"	NA	"ENSG00000154537"	334.342553083031	-1.31791314509889	0.364321049780606	-3.61744990000589	0.00029751989608223	0.015388360003352
"305"	"OSCP1"	"ENSG00000116885"	4793.37697186448	-1.3177523414349	0.353680809367842	-3.72582369903023	0.000194678442908592	0.0117949010724121
"306"	"KIAA0319"	"ENSG00000137261"	1601.27859907372	-1.31710665942403	0.426448032510842	-3.08855138026822	0.00201134910316038	0.0455498970441441
"307"	NA	"ENSG00000280187"	874.36657327157	-1.3128086137272	0.376795057993752	-3.48414499042864	0.000493711952747411	0.0208438782343179
"308"	"MAP1A"	"ENSG00000166963"	7977.87453918362	-1.31207539597794	0.403434910122632	-3.25226043422744	0.00114491064536783	0.0341290669589892
"309"	NA	"ENSG00000231064"	2465.48111904229	-1.31191960166713	0.354770867792781	-3.69793497935521	0.000217360545020253	0.0125587246748931
"310"	NA	"ENSG00000254153"	68.9084261862896	-1.30743199157297	0.402361641844619	-3.24939520969015	0.00115650679546403	0.0343649487386769
"311"	"TTC23L"	"ENSG00000205838"	417.821936489095	-1.3073497231284	0.423919626006916	-3.08395658734392	0.00204267400253765	0.045741190404025
"312"	"LRTOMT"	"ENSG00000184154"	5676.58269560267	-1.30150463835877	0.39081780561131	-3.33020814218785	0.000867810869249072	0.0289521979036362
"313"	"LINC00365"	"ENSG00000224511"	126.784581830981	-1.30112593428313	0.270285151948971	-4.81390089281998	1.48012232755925e-06	0.000242281310355035
"314"	"NRAV"	"ENSG00000248008"	2725.38191462792	-1.3005801580239	0.345242983335061	-3.76714436151674	0.000165125525518387	0.010428316846631
"315"	"C9orf43"	"ENSG00000157653"	271.203493553051	-1.29896448682725	0.37628220668363	-3.45210181016982	0.000556237802452557	0.0224344449069275
"316"	"DNALI1"	"ENSG00000163879"	15897.0381927377	-1.29566906636947	0.375603768891486	-3.44956353924074	0.000561493574408685	0.0225815612661976
"317"	"NEK11"	"ENSG00000114670"	5724.65292642883	-1.29428957430815	0.391091862177741	-3.30942599291398	0.000934874775110772	0.0302521154105499
"318"	"C6orf201"	"ENSG00000185689"	272.392643239638	-1.29295756907952	0.374584011736712	-3.45171584629275	0.000557034018445736	0.0224344449069275
"319"	"TPPP3"	"ENSG00000159713"	80935.1770275444	-1.29280726824209	0.401554046460153	-3.21951000030673	0.00128409881799561	0.0365952265673091
"320"	NA	"ENSG00000259925"	501.521450885988	-1.29141515703569	0.385151271827902	-3.3530076401065	0.000799384999252084	0.0274711003352019
"321"	"IQCG"	"ENSG00000114473"	9359.43300644393	-1.29035531226049	0.379706496007024	-3.39829664709403	0.000678068516610758	0.0251323017316361
"322"	"CCDC153"	"ENSG00000248712"	2989.71092851105	-1.2879170980988	0.400786007693272	-3.213478198781	0.00131137753154071	0.0368138439093417
"323"	"MLF1"	"ENSG00000178053"	5721.67913729429	-1.28256115862379	0.388964811952126	-3.29737065979544	0.000975946126943027	0.0310428500446162
"324"	NA	"ENSG00000272418"	478.438015144158	-1.28211578503482	0.29544401083525	-4.33962354291815	1.42727009455598e-05	0.00171462305651143
"325"	"AXDND1"	"ENSG00000162779"	146.065515505259	-1.28155634896586	0.419271509447146	-3.05662636284475	0.00223843108307521	0.0485472507605441
"326"	"LOC158434"	"ENSG00000275465"	70.8312845660748	-1.2786253919669	0.36443319779492	-3.50853160388102	0.000450587695801874	0.0199647737872149
"327"	"C8orf34"	"ENSG00000165084"	1360.6506267295	-1.2773605050237	0.319971689563261	-3.99210476016552	6.54894278393217e-05	0.00538595762367343
"328"	"C5orf46"	"ENSG00000178776"	195.212553275959	-1.27634110074224	0.398100779548599	-3.20607536159428	0.00134558742925587	0.0371718777565577
"329"	"KIF21A"	"ENSG00000139116"	8187.13339068712	-1.27613372522382	0.409213885813115	-3.11850054327488	0.00181773806868416	0.0434661748258004
"330"	"BBOF1"	"ENSG00000119636"	6869.33694750358	-1.27514777090971	0.418461608342775	-3.04722762013856	0.00230962741314448	0.0495885831113583
"331"	"DRAIC"	"ENSG00000245750"	195.143256843107	-1.26855272173936	0.345686736372361	-3.66965980543991	0.000242873469731998	0.0135694037749867
"332"	"LINC00593"	"ENSG00000245750"	195.143256843107	-1.26855272173936	0.345686736372361	-3.66965980543991	0.000242873469731998	0.0135694037749867
"333"	"PCAT29"	"ENSG00000245750"	195.143256843107	-1.26855272173936	0.345686736372361	-3.66965980543991	0.000242873469731998	0.0135694037749867
"334"	NA	"ENSG00000277350"	148.146902669622	-1.26369413594844	0.407353443526059	-3.10220560555443	0.00192084496291056	0.0445143119117588
"335"	"CCDC30"	"ENSG00000186409"	2507.95920193122	-1.2603329792073	0.386707708340838	-3.25913591072373	0.0011175211793159	0.0335988564234493
"336"	"RHPN2"	"ENSG00000131941"	3823.34854838563	-1.25954868237596	0.370340013630804	-3.40106020418203	0.000671250427544079	0.0249521523471266
"337"	NA	"ENSG00000242034"	78.088612791703	-1.25930545222781	0.390476620912216	-3.22504699330236	0.00125951992343877	0.0361773703495915
"338"	"NPHP1"	"ENSG00000144061"	5860.14269816578	-1.2531323957953	0.39306880256682	-3.18807391380869	0.00143223920386753	0.038253633163603
"339"	"LINC00886"	"ENSG00000240875"	564.543152020092	-1.24769111429711	0.365776660369414	-3.41107361261653	0.000647076193371108	0.024503285817185
"340"	"HIPK1-AS1"	"ENSG00000235527"	64.6727555400989	-1.24448089463571	0.372571499340014	-3.34024716555137	0.000837038581969732	0.0282965542849212
"341"	"LRGUK"	"ENSG00000155530"	941.520789063722	-1.23947253753682	0.357957580345212	-3.46262408060049	0.000534935201140953	0.0219229446780914
"342"	"CDH20"	"ENSG00000101542"	66.7746074838683	-1.23137854747057	0.363715874500234	-3.3855507383684	0.000710355759725434	0.0257801010344994
"343"	"FERMT1"	"ENSG00000101311"	559.962850820036	-1.23054553755277	0.365123662546047	-3.37021580297491	0.000751093372565683	0.0267139194300966
"344"	"AMY1C"	"ENSG00000187733"	8588.68529817389	-1.22643406004717	0.332849026070687	-3.68465569668427	0.000229012001373635	0.0130290140862793
"345"	"FAM86B2"	"ENSG00000145002"	354.208536726368	-1.22595472192499	0.38099691092782	-3.21775501785433	0.00129198117027116	0.0366401671094833
"346"	"SMIM22"	"ENSG00000267795"	2941.2169044569	-1.22573265851733	0.301949782939907	-4.05939241480187	4.92005700526915e-05	0.00442820950593211
"347"	"OR7E14P"	"ENSG00000184669"	181.165163457586	-1.22524896418903	0.253235048810921	-4.83838619473195	1.30897611347874e-06	0.000219334078548201
"348"	"KIF24"	"ENSG00000186638"	1863.71394678832	-1.22445613248318	0.348814027417394	-3.51034085856294	0.000447532605588942	0.0199236080850789
"349"	"ERICH6-AS1"	"ENSG00000240137"	636.628529767247	-1.21714368680997	0.400296448236397	-3.040605761486	0.002361027543626	0.0498773750744419
"350"	"CELF3"	"ENSG00000159409"	153.614693264239	-1.21437632083421	0.366414913904221	-3.31421095253684	0.000919021434783795	0.0299817354091296
"351"	"PNMA8A"	"ENSG00000182013"	3252.81426914465	-1.21232754161661	0.363832749820772	-3.33210119818465	0.00086192907318483	0.0288246794355037
"352"	"FAM229B"	"ENSG00000203778"	3355.67756743905	-1.21219826832979	0.353741507319309	-3.42679115469359	0.000610758608858763	0.0238102287194507
"353"	"RHPN1-AS1"	"ENSG00000254389"	309.820554373275	-1.21146234171602	0.378940567965263	-3.19697188459133	0.00138878462328291	0.0378515142470397
"354"	"GLIPR1L2"	"ENSG00000180481"	158.345932455976	-1.21112949230101	0.381251809924453	-3.17671801359054	0.00148951787867457	0.0390019597212159
"355"	"LRRC34"	"ENSG00000171757"	2445.33889625435	-1.20735270335227	0.368094936797454	-3.28000356064833	0.00103805776525454	0.0320353419942591
"356"	"B9D1"	"ENSG00000108641"	3982.13932256344	-1.20545456547756	0.362096464411656	-3.32909786190874	0.000871277843967248	0.0290332596791515
"357"	NA	"ENSG00000280002"	210.720445499791	-1.20326442139135	0.276293365854201	-4.35502465892107	1.33051939532884e-05	0.00163344598222147
"358"	"ANKRD20A11P"	"ENSG00000215559"	216.561059893483	-1.19968682706103	0.347391634849641	-3.45341311278346	0.000553540590391261	0.0224227998055597
"359"	"DNAJC12"	"ENSG00000108176"	686.728551234876	-1.19278875312382	0.360018294943323	-3.31313372091715	0.00092256859259558	0.0300624184811908
"360"	"TMEM45B"	"ENSG00000151715"	2563.96418804707	-1.19203883101547	0.247745366478418	-4.81154843765488	1.49765426997124e-06	0.000243725817853285
"361"	"CCDC13-AS1"	"ENSG00000173811"	229.87156860443	-1.19096653814789	0.342509971688744	-3.47717332805182	0.000506730122376528	0.0212470608071406
"362"	"RFX2"	"ENSG00000087903"	13492.8386169883	-1.1873737324379	0.386211868055333	-3.07441026713292	0.00210919160451074	0.04677374307567
"363"	"DNAJA4"	"ENSG00000140403"	23523.3380664983	-1.18183596975526	0.358150243309007	-3.29983293836711	0.000967423993804901	0.0309476171549634
"364"	"CETN2"	"ENSG00000147400"	18379.2644427875	-1.18176242945285	0.34829064651964	-3.3930352171723	0.00069122750890265	0.0254861895439016
"365"	"C6orf52"	"ENSG00000137434"	225.301190166593	-1.18113489985252	0.294608150660224	-4.00917251340661	6.09318914895436e-05	0.00513718245386691
"366"	"LPAR3"	"ENSG00000171517"	1724.68763572917	-1.17696124966327	0.386365440363726	-3.04623842276181	0.00231724006679492	0.0495885831113583
"367"	"TTC26"	"ENSG00000105948"	4051.58868412172	-1.17345206136923	0.385876847721609	-3.04100147054123	0.00235792679176536	0.0498494930727373
"368"	"SYT5"	"ENSG00000129990"	268.161203656925	-1.17063881853797	0.383607613890598	-3.05165689143967	0.00227582078935882	0.0491612644517409
"369"	NA	"ENSG00000260643"	642.893722328815	-1.1680433968965	0.335359523667426	-3.48295877845665	0.000495904716479836	0.0209049230707637
"370"	"DPCD"	"ENSG00000166171"	4146.37011561757	-1.1674802526726	0.315590641135665	-3.69935004558873	0.000216152307014315	0.0125265408398296
"371"	"FBXO36"	"ENSG00000153832"	2311.0865466816	-1.16585487436377	0.365290970749646	-3.1915786803359	0.00141497566622895	0.0379737141643477
"372"	"ST6GALNAC1"	"ENSG00000070526"	5842.46904912206	-1.16506244883068	0.307586338310175	-3.78775746423372	0.000152013129321545	0.00980414631990639
"373"	NA	"ENSG00000159247"	881.390462288963	-1.16419639268652	0.362091920189994	-3.2151957217815	0.00130355610341146	0.0367820956558368
"374"	"C22orf23"	"ENSG00000128346"	1405.06548746986	-1.16265613568873	0.381026850624715	-3.05137586441084	0.00227795219870344	0.0491612644517409
